DTYYYYMMDD,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
2018-09-14,39.75,33.7,22.6,33.4,122.0,133.0,222.8,108.0,84.6,44.55
2018-09-17,39.5,33.2,22.1,32.9,120.5,136.0,222.1,109.0,83.3,44.1
2018-09-18,39.45,33.5,22.1,33.25,122.0,138.0,223.0,109.6,85.0,44.8
2018-09-19,39.45,33.5,22.4,33.6,121.9,137.8,220.0,112.1,84.0,45.45
2018-09-20,39.65,33.8,22.6,34.55,121.5,136.0,219.9,116.0,84.0,45.9
2018-09-21,40.9,34.4,22.95,33.2,126.0,137.8,219.0,115.9,85.7,45.9
2018-09-24,41.3,34.3,23.2,33.05,126.7,137.0,218.9,117.8,87.9,46.1
2018-09-25,41.3,34.0,22.9,33.05,126.3,136.9,219.0,118.0,87.7,45.9
2018-09-26,41.25,33.9,23.0,33.05,125.0,136.5,218.9,117.1,87.0,46.05
2018-09-27,41.0,33.9,23.0,34.4,128.0,138.5,220.0,117.2,86.5,46.2
2018-09-28,41.55,34.1,23.1,34,127.2,137.3,222.5,115.7,86.2,46.3
2018-10-01,42.3,33.7,23.1,34.5,127.0,136.3,222.2,119.6,83.0,46.0
2018-10-02,42.4,33.3,22.9,34.1,127.0,137.0,225.0,121.5,86.0,45.3
2018-10-03,41.3,33.5,23.1,31.4,128.1,136.9,225.7,122.7,85.8,45.5
2018-10-04,41.3,34.0,24.0,34.7,128.9,136.9,226.0,124.0,86.0,45.85
2018-10-05,41.4,33.6,23.7,34.7,126.5,135.2,223.2,120.0,85.0,45.6
2018-10-08,41.45,33.7,23.75,34.4,128.0,133.0,223.2,116.5,84.0,45.0
2018-10-09,41.2,33.7,23.05,34.4,129.5,130.9,223.2,119.3,83.0,44.7
2018-10-10,41.0,33.6,22.75,34,131.0,130.0,226.0,121.0,82.6,45.3
2018-10-11,41.4,31.0,21.25,32.15,124.5,127.0,222.0,112.6,80.0,42.7
2018-10-12,39.9,32.0,21.8,33,127.5,128.5,222.5,119.9,82.1,43.8
2018-10-15,40.8,31.0,21.3,33.6,125.5,125.7,223.0,115.0,81.8,43.0
2018-10-16,40.35,31.3,21.75,33.1,127.4,126.0,222.0,116.8,81.9,43.25
2018-10-17,40.75,31.5,21.65,33.1,128.0,126.9,223.0,117.1,82.2,43.6
2018-10-18,41.0,31.0,21.15,32.9,126.5,126.0,222.0,114.5,82.1,43.6
2018-10-19,41.0,31.0,21.0,32.85,125.1,126.8,220.0,112.0,82.0,43.0
2018-10-22,40.75,30.8,21.1,32,124.7,125.8,222.0,112.0,82.1,43.15
2018-10-23,40.1,29.6,21.4,30.45,119.5,123.5,222.9,109.4,81.0,42.2
2018-10-24,39.5,29.3,21.05,30.5,116.5,122.6,222.0,101.8,80.4,41.8
2018-10-25,39.2,28.9,21.0,30.5,113.0,120.0,222.0,101.8,80.0,41.05
2018-10-26,39.0,28.3,21.05,31.6,108.0,121.5,221.2,101.8,80.5,40.8
2018-10-29,38.9,28.0,21.25,31.4,104.7,120.0,222.0,97.0,80.0,41.0
2018-10-30,38.85,28.5,21.35,31.6,107.1,117.3,222.2,99.0,79.0,41.0
2018-10-31,38.7,30.3,21.9,32.2,112.8,116.1,222.5,104.0,80.6,41.95
2018-11-01,40.25,29.3,21.5,31.7,110.5,114.3,222.0,101.5,80.5,41.9
2018-11-02,39.6,30.4,21.8,31.15,112.5,118.5,222.0,102.7,80.9,42.9
2018-11-05,40.0,30.2,21.85,31.15,111.4,116.5,223.0,102.3,80.6,42.55
2018-11-06,40.0,29.4,21.5,30.85,111.4,117.7,223.3,101.9,80.5,42.15
2018-11-07,39.6,29.3,21.5,30.85,112.0,119.5,225.0,99.8,80.1,41.85
2018-11-08,39.15,29.4,21.4,30.85,110.0,120.0,225.9,100.1,80.5,42.15
2018-11-09,38.9,28.7,20.9,30.8,106.0,117.0,225.9,95.0,80.4,41.25
2018-11-12,37.6,28.7,20.8,30.7,110.0,117.0,233.0,96.6,82.6,41.95
2018-11-13,37.55,28.3,20.55,30.05,107.7,116.0,237.6,93.9,81.9,41.65
2018-11-14,36.9,27.6,20.25,30.2,107.3,117.5,243.0,90.2,82.8,42.25
2018-11-15,35.8,27.5,20.45,29.85,107.0,117.0,245.0,90.4,80.4,42.2
2018-11-16,35.0,28.5,21.25,29.9,107.2,115.0,245.0,95.0,81.4,42.75
2018-11-19,35.2,29.0,21.3,29.9,84.7,115.4,245.5,96.4,81.0,43.15
2018-11-20,35.45,28.9,21.1,29.7,84.3,116.5,243.5,96.1,80.0,43.4
2018-11-21,36.5,28.9,21.35,29.65,84.8,119.2,242.0,93.9,80.9,43.4
2018-11-22,36.5,29.4,21.2,29.5,85.8,120.1,242.0,93.2,80.0,43.4
2018-11-23,35.8,29.0,20.95,29.4,84.0,118.0,241.5,92.5,80.5,43.05
2018-11-26,35.55,29.1,20.8,28.1,85.0,123.1,238.1,90.8,79.5,42.45
2018-11-27,35.6,28.8,20.65,27.8,84.4,126.5,242.0,90.6,79.7,42.75
2018-11-28,35.6,29.4,20.85,29.05,84.6,128.0,250.0,91.5,79.6,42.8
2018-11-29,35.2,29.5,20.9,30,85.0,126.3,250.0,90.1,79.0,42.9
2018-11-30,34.2,29.8,21.55,30.05,84.5,128.0,250.0,90.8,80.5,42.9
2018-12-03,33.2,31.3,22.15,31,88.0,133.6,251.0,97.0,81.0,44.9
2018-12-04,34.8,31.1,22.0,31,88.0,136.5,248.0,96.5,81.0,44.95
2018-12-05,34.6,31.0,22.2,30.4,88.8,133.0,245.5,96.1,81.0,44.6
2018-12-06,35.3,30.8,22.5,30.4,87.9,131.7,247.0,95.1,81.2,44.4
2018-12-07,34.6,30.6,22.5,30.4,88.6,133.9,247.3,96.3,81.0,45.1
2018-12-10,34.65,30.5,22.1,29.903,88.0,135.0,248.0,97.7,81.0,44.2
2018-12-11,33.75,30.6,22.25,29.9,87.8,134.8,253.0,96.1,80.3,44.05
2018-12-12,33.45,30.9,22.5,30.7,89.5,134.0,253.0,97.0,81.8,44.45
2018-12-13,33.6,30.7,22.2,30.75,89.0,135.0,250.2,97.1,84.3,44.6
2018-12-14,34.0,30.4,21.8,30.9,87.9,135.0,250.4,95.8,84.5,44.15
2018-12-17,33.5,29.6,21.25,30.8,85.0,133.9,250.4,93.0,82.6,43.0
2018-12-18,32.4,29.6,21.3,30.7,85.3,131.7,250.4,93.5,82.0,42.0
2018-12-19,31.1,29.6,21.15,30.8,85.8,129.1,250.0,92.0,83.6,42.1
2018-12-20,29.7,29.6,20.95,31.6,85.5,126.2,247.0,93.5,83.8,42.05
2018-12-21,29.95,29.4,20.95,31.4,87.0,122.5,247.0,91.7,83.8,42.5
2018-12-24,29.95,29.0,20.45,31.5,86.5,125.6,246.9,89.0,83.0,42.0
2018-12-25,30.5,28.8,19.7,31.45,85.4,124.6,246.9,85.8,83.0,41.5
2018-12-26,30.4,28.7,19.6,31.45,85.4,124.0,249.0,83.0,83.7,41.4
2018-12-27,30.3,29.4,19.7,32.3,86.4,123.2,250.8,86.5,86.0,41.8
2018-12-28,30.95,29.6,19.45,33,87.0,120.0,267.5,86.6,90.0,42.2
2019-01-02,30.95,29.2,19.35,31.15,85.5,124.0,248.8,86.8,88.3,41.2
2019-01-03,30.8,28.1,18.5,31.15,83.0,122.9,245.5,84.7,86.8,40.8
2019-01-04,29.5,28.2,18.6,31.15,83.6,125.0,243.2,84.5,84.4,41.1
2019-01-07,29.7,28.7,18.95,31.1,85.0,131.0,244.0,86.3,85.5,41.8
2019-01-08,29.35,28.5,18.85,31.1,84.0,130.0,244.0,88.3,87.8,42.0
2019-01-09,28.85,29.0,19.35,30.9,85.4,131.9,244.0,89.9,88.0,42.4
2019-01-10,29.5,28.9,19.35,30.8,86.0,131.7,240.0,91.3,87.8,42.15
2019-01-11,29.8,28.9,19.25,30.5,85.0,134.0,240.0,91.0,89.3,42.2
2019-01-14,29.35,28.7,19.0,30.15,85.0,135.0,240.0,89.5,88.4,42.5
2019-01-15,29.3,29.1,19.5,30.05,85.7,134.9,239.6,90.3,88.8,42.8
2019-01-16,29.3,28.8,19.45,30.05,85.3,133.0,239.0,90.6,87.8,42.55
2019-01-17,29.45,28.9,19.75,30,85.3,132.2,239.4,89.0,86.2,42.55
