DTYYYYMMDD,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
2018-06-19,29.5,26.09,20.83,21.95,84.82,130.82,216.32,80.96,83.12,38.0
2018-06-20,30.77,26.35,21.13,22.2,85.41,132.79,219.11,85.62,88.01,38.77
2018-06-21,30.19,25.55,20.53,22.27,84.08,133.73,217.28,82.92,86.05,37.92
2018-06-22,31.5,26.35,21.13,22.27,86.22,140.02,217.28,84.41,89.96,38.43
2018-06-25,31.92,26.29,21.36,22.13,89.17,140.97,216.61,84.69,90.45,38.52
2018-06-26,31.62,25.89,21.13,22.16,88.51,138.37,214.11,83.76,88.01,38.0
2018-06-27,30.38,25.08,20.68,22.16,87.03,137.66,214.11,83.94,90.45,37.83
2018-06-28,29.88,24.15,20.07,22.02,84.6,133.73,210.93,83.09,89.96,36.3
2018-06-29,29.54,23.81,19.85,22.02,84.08,133.73,216.8,84.23,89.48,35.44
2018-07-02,29.54,22.27,18.82,21.88,78.92,134.52,221.12,84.13,86.15,34.33
2018-07-03,27.92,20.74,17.76,21.31,73.83,133.73,219.3,78.99,86.05,33.31
2018-07-04,28.54,21.4,18.1,21.31,77.07,131.37,217.28,75.66,84.1,34.16
2018-07-05,27.77,20.0,17.08,20.96,75.01,129.8,211.51,70.43,83.12,33.73
2018-07-06,28.31,21.94,18.25,21.1,78.55,130.58,211.51,75.28,83.61,34.84
2018-07-09,27.46,22.07,18.39,21.1,77.44,131.37,212.18,75.66,82.14,34.29
2018-07-10,27.31,22.68,18.57,20.88,77.37,131.37,211.51,76.14,83.12,34.5
2018-07-11,26.46,21.34,17.49,20.6,74.49,131.37,211.51,74.05,80.19,33.48
2018-07-12,25.96,22.14,18.21,20.67,75.23,132.39,209.68,75.19,79.21,33.14
2018-07-13,27.38,22.88,18.75,20.92,77.44,130.82,209.59,77.85,78.91,34.67
2018-07-16,27.31,23.08,19.29,21.24,79.07,132.16,209.49,77.28,78.91,34.93
2018-07-17,27.77,23.81,20.15,21.31,82.61,132.08,209.59,75.19,79.21,35.78
2018-07-18,28.62,24.21,20.82,21.45,83.34,132.94,209.49,78.99,78.91,36.64
2018-07-19,28.62,23.68,20.37,21.45,85.04,134.12,206.7,80.14,78.91,36.3
2018-07-20,28.23,24.62,21.0,21.45,83.71,133.34,192.28,78.71,78.82,35.53
2018-07-23,28.42,23.88,20.6,21.38,84.01,133.73,202.38,80.52,78.72,35.87
2018-07-24,27.23,23.55,20.37,21.38,82.9,133.65,201.9,80.71,78.62,36.04
2018-07-25,27.31,22.74,19.83,21.38,81.5,133.65,199.01,79.66,78.52,36.21
2018-07-26,28.08,23.28,20.28,21.31,81.13,134.91,199.01,79.09,78.72,36.34
2018-07-27,28.69,23.81,20.73,21.95,83.93,132.79,199.01,80.71,78.62,36.98
2018-07-30,28.5,24.15,21.18,21.95,85.56,132.55,198.82,82.71,78.72,36.98
2018-07-31,28.73,23.95,21.14,21.38,86.15,132.31,197.57,83.56,82.63,36.55
2018-08-01,28.92,23.75,20.82,21.38,83.79,131.29,197.09,84.42,85.08,35.87
2018-08-02,28.65,23.75,20.69,21.31,83.93,129.8,196.13,86.61,82.04,36.47
2018-08-03,27.92,23.75,20.82,21.31,82.98,127.12,192.19,89.08,83.12,36.38
2018-08-06,27.81,23.55,20.6,21.31,81.87,125.78,191.32,91.46,86.05,36.08
2018-08-07,27.81,23.75,20.55,20.88,81.87,120.36,191.32,89.46,86.15,35.83
2018-08-08,28.23,24.55,21.0,21.03,84.01,122.32,192.28,93.27,86.35,36.3
2018-08-09,28.12,24.62,20.87,21.1,84.38,123.5,199.97,93.46,86.05,36.55
2018-08-10,28.46,24.95,20.96,21.1,85.11,123.66,200.93,93.94,86.35,36.81
2018-08-13,29.46,25.48,21.95,21.03,84.23,122.8,201.9,98.03,86.64,37.11
2018-08-14,29.62,25.08,21.5,20.99,86.81,124.37,201.9,96.32,85.96,37.83
2018-08-15,28.85,24.75,21.0,20.88,85.56,124.68,202.86,90.42,85.08,37.41
2018-08-16,28.85,24.62,21.36,20.67,87.7,124.76,203.82,89.94,85.08,37.58
2018-08-17,29.0,24.62,21.09,20.67,87.11,124.68,204.78,91.56,84.1,38.02
2018-08-20,28.65,24.55,20.64,20.67,89.24,125.94,204.78,93.46,83.12,38.19
2018-08-21,28.85,25.35,21.14,20.67,89.98,128.22,204.78,92.8,82.24,38.19
2018-08-22,29.23,25.28,21.09,20.81,89.76,128.22,204.78,95.17,81.95,38.5
2018-08-23,29.31,25.55,21.14,20.88,89.91,128.46,204.3,95.56,81.55,38.81
2018-08-24,29.5,25.95,21.18,21.17,89.24,127.59,204.78,96.6,83.22,38.85
2018-08-27,29.96,25.95,21.54,21.56,91.01,126.1,210.55,97.28,83.12,38.81
2018-08-28,30.69,26.02,21.54,22.02,90.72,125.31,213.43,99.22,83.02,38.63
2018-08-29,30.46,26.29,21.41,21.91,90.2,123.98,217.28,97.96,81.65,38.63
2018-08-30,30.5,26.56,21.72,21.91,90.72,123.11,217.28,101.94,81.36,38.59
2018-08-31,30.73,26.15,21.36,22.73,88.51,123.27,217.28,100.0,81.07,38.63
2018-09-04,30.0,25.42,20.82,22.52,87.33,123.27,215.16,100.0,80.28,38.54
2018-09-05,29.69,25.15,20.51,22.27,85.78,120.0,214.3,97.18,79.21,37.84
2018-09-06,29.73,25.15,20.24,22.02,85.85,116.75,214.2,97.28,78.91,37.01
2018-09-07,30.54,25.69,20.6,22.45,86.52,121.53,214.2,97.48,80.67,37.58
2018-09-10,30.15,25.23,20.42,23.16,86.59,122.01,214.39,97.86,81.65,37.19
2018-09-11,30.77,25.38,20.73,23.66,88.88,126.21,214.39,100.49,82.24,37.71
2018-09-12,30.38,25.31,20.51,23.48,89.17,126.6,214.2,105.83,81.16,37.63
2018-09-13,30.58,25.69,20.55,24.05,89.61,126.31,213.43,104.85,82.63,37.93
2018-09-14,30.38,25.92,20.37,23.73,89.98,127.17,214.2,104.85,82.73,38.94
2018-09-17,30.35,25.54,19.92,23.37,88.88,130.04,213.53,105.83,81.46,38.54
2018-09-18,30.35,25.77,19.92,23.62,89.98,131.95,214.39,106.41,83.12,39.16
2018-09-19,30.5,25.77,20.19,23.87,89.91,131.76,211.51,108.84,82.14,39.72
2018-09-20,31.46,26.0,20.37,24.54,89.61,130.04,211.41,112.62,83.03,40.12
2018-09-21,31.77,26.46,20.69,25.13,92.93,131.76,210.55,112.52,84.71,40.12
2018-09-24,31.77,26.38,20.91,25.01,93.45,130.99,210.45,114.37,86.88,40.29
2018-09-25,31.73,26.15,20.64,25.01,93.15,130.9,210.55,114.56,86.69,40.12
2018-09-26,31.54,26.08,20.73,25.01,92.19,130.52,210.45,113.69,85.99,40.25
2018-09-27,31.96,26.08,20.73,26.03,94.41,132.43,211.51,113.79,85.5,40.38
2018-09-28,32.54,26.23,20.82,25.73,93.82,131.28,213.91,112.33,85.2,40.47
2018-10-01,32.62,25.92,20.82,26.11,93.67,130.33,213.63,116.12,82.04,40.2
2018-10-02,31.77,25.62,20.64,25.81,93.67,130.99,216.32,117.96,85.01,39.59
2018-10-03,31.77,25.77,20.82,25.81,94.48,130.9,216.99,119.13,84.81,39.77
2018-10-04,31.85,26.15,21.63,26.26,95.07,130.9,217.28,120.39,85.01,40.07
2018-10-05,31.88,25.85,21.36,26.26,93.3,129.27,214.59,116.51,84.02,39.85
2018-10-08,31.69,25.92,21.41,26.03,94.41,127.17,214.59,113.11,83.03,39.33
2018-10-09,31.54,25.92,20.78,26.03,95.51,125.16,214.59,115.83,82.04,39.07
2018-10-10,31.85,25.85,20.51,25.73,96.62,124.3,217.28,117.48,81.64,39.59
2018-10-11,30.69,23.85,19.15,24.33,91.83,121.43,213.43,109.32,79.07,37.32
2018-10-12,31.38,24.62,19.65,24.98,94.04,122.87,213.91,116.41,81.15,38.28
2018-10-15,31.04,23.85,19.2,25.43,92.56,120.19,214.39,111.65,80.85,37.58
2018-10-16,31.35,24.08,19.61,25.05,93.96,120.48,214.88,113.4,80.95,37.8
2018-10-17,31.54,24.23,19.52,25.05,94.41,121.34,215.85,113.69,81.25,38.11
2018-10-18,31.54,23.85,19.06,24.9,93.3,120.48,214.88,111.17,81.15,38.11
2018-10-19,31.35,23.85,18.93,24.86,92.27,121.24,212.95,108.74,81.05,37.58
2018-10-22,30.85,23.69,19.02,24.22,91.97,120.29,214.88,108.74,81.15,37.71
2018-10-23,30.38,22.77,19.29,23.05,88.14,118.09,215.76,106.21,80.06,36.88
2018-10-24,30.15,22.54,18.97,23.08,85.93,117.23,214.88,98.84,79.47,36.53
2018-10-25,30.0,22.23,18.93,23.08,83.34,114.74,214.88,98.84,79.07,35.88
2018-10-26,29.92,21.77,18.97,23.92,79.66,116.17,214.11,98.84,79.57,35.66
2018-10-29,29.88,21.54,19.15,23.76,77.22,114.74,214.88,94.18,79.07,35.83
2018-10-30,29.77,21.92,19.25,23.92,78.99,112.16,215.08,96.12,78.09,35.83
2018-10-31,30.96,23.31,19.74,24.37,83.2,111.01,215.37,100.97,79.67,36.66
2018-11-01,30.46,22.54,19.38,23.99,81.5,109.29,214.88,98.54,79.57,36.62
2018-11-02,30.77,23.38,19.65,23.58,82.98,113.31,214.88,99.71,79.96,37.49
2018-11-05,30.77,23.23,19.7,23.58,82.16,111.39,215.85,99.32,79.67,37.19
2018-11-06,30.46,22.62,19.38,23.35,82.16,112.54,216.14,98.93,79.57,36.84
2018-11-07,30.12,22.54,19.38,23.35,82.61,114.26,217.79,96.89,79.17,36.58
2018-11-08,29.92,22.62,19.29,23.35,81.13,114.74,218.66,97.18,79.57,36.84
2018-11-09,28.92,22.08,18.84,23.31,78.18,111.87,218.66,92.23,79.47,36.05
2018-11-12,28.88,22.08,18.75,23.23,81.13,111.87,225.53,93.79,81.64,36.66
2018-11-13,28.38,21.77,18.52,22.74,79.43,110.92,229.98,91.17,80.95,36.4
2018-11-14,27.54,21.23,18.25,22.86,79.14,112.35,235.21,87.57,81.84,36.93
2018-11-15,26.92,21.15,18.43,22.59,78.92,111.87,237.15,87.77,79.47,36.88
2018-11-16,27.08,21.92,19.15,22.63,79.07,109.96,237.15,92.23,80.46,37.36
2018-11-19,27.27,22.31,19.2,22.63,83.27,110.34,237.63,93.59,80.06,37.71
2018-11-20,28.08,22.23,19.02,22.48,82.87,111.39,235.7,93.3,79.07,37.93
2018-11-21,28.08,22.23,19.25,22.44,83.37,113.97,234.24,91.17,79.96,37.93
2018-11-22,27.54,22.62,19.11,22.33,84.35,114.84,234.24,90.49,79.07,37.93
2018-11-23,27.35,22.31,18.88,22.25,82.58,112.83,233.76,89.81,79.57,37.63
2018-11-26,27.38,22.38,18.75,21.27,83.56,117.7,232.4,88.16,78.58,37.1
2018-11-27,27.38,22.15,18.61,21.04,82.97,120.95,236.21,87.96,78.78,37.36
2018-11-28,27.08,22.62,18.79,22.33,83.17,122.39,244.02,88.84,78.68,37.41
2018-11-29,26.31,22.69,18.84,22.7,83.56,120.76,244.02,87.48,78.09,37.49
2018-11-30,25.54,22.92,19.43,22.74,83.07,122.39,244.02,88.16,79.57,37.49
2018-12-03,26.77,24.08,19.97,23.46,86.51,127.74,245.0,94.18,80.06,39.24
2018-12-04,26.62,23.92,19.83,23.46,86.51,130.52,242.07,93.69,80.06,39.29
2018-12-05,27.15,23.85,20.01,23.01,87.3,127.17,239.63,93.3,80.06,38.98
2018-12-06,26.62,23.69,20.28,23.01,86.41,125.93,241.09,92.33,80.26,38.81
2018-12-07,26.65,23.54,20.28,23.01,87.1,128.03,241.38,93.5,80.06,39.42
2018-12-10,25.96,23.46,19.92,22.63,86.51,129.08,242.07,94.85,80.06,38.63
2018-12-11,25.73,23.54,20.06,22.63,86.32,128.89,246.95,93.3,79.37,38.5
2018-12-12,25.85,23.77,20.28,23.23,87.99,128.13,246.95,94.18,80.85,38.85
2018-12-13,26.15,23.62,20.01,23.27,87.5,129.08,244.22,94.27,83.33,38.98
2018-12-14,25.77,23.38,19.65,23.39,86.41,129.08,244.41,93.01,83.52,38.59
2018-12-17,24.92,22.77,19.15,23.31,83.56,128.03,244.41,90.29,81.64,37.58
2018-12-18,23.92,22.77,19.2,23.23,83.86,125.93,244.41,90.78,81.05,36.71
2018-12-19,22.85,22.77,19.06,23.31,84.35,123.44,244.02,89.32,82.63,36.8
2018-12-20,23.04,22.77,18.88,23.92,84.05,120.67,241.09,90.78,82.83,36.75
2018-12-21,23.04,22.62,18.88,23.76,85.53,117.13,241.09,89.03,82.83,37.15
2018-12-24,23.46,22.31,18.43,23.84,85.04,120.09,240.99,86.41,82.04,36.71
2018-12-25,23.38,22.15,17.76,23.8,83.96,119.14,240.99,83.3,82.04,36.27
2018-12-26,23.31,22.08,17.67,23.8,83.96,118.56,243.04,80.58,82.73,36.18
2018-12-27,23.81,22.62,17.76,24.45,84.94,118.75,244.8,83.98,85.01,36.53
2018-12-28,23.81,22.77,17.53,24.98,85.53,115.67,261.1,84.08,88.96,36.88
2019-01-02,23.69,22.46,17.44,23.58,84.05,119.52,242.85,84.27,87.28,36.01
2019-01-03,22.69,21.62,16.68,23.58,81.6,118.46,239.63,82.23,85.8,35.66
2019-01-04,22.85,21.77,16.77,23.58,82.19,120.49,237.38,82.04,84.41,35.92
2019-01-07,22.58,22.08,17.08,23.54,83.56,126.27,238.16,83.79,84.51,36.53
2019-01-08,22.19,21.92,16.99,23.54,82.58,125.31,238.16,85.73,86.78,36.71
2019-01-09,22.69,22.31,17.44,23.39,83.96,127.14,238.16,87.28,86.98,37.06
2019-01-10,22.92,22.23,17.44,23.31,84.55,126.95,234.26,88.64,86.78,36.84
2019-01-11,22.58,22.23,17.35,23.08,83.56,129.16,234.26,88.35,88.27,36.88
2019-01-14,22.54,22.08,17.13,22.82,83.56,130.13,234.26,86.89,87.38,37.15
2019-01-15,22.54,22.38,17.58,22.74,84.25,130.03,233.87,87.67,87.77,37.41
2019-01-16,22.65,22.15,17.53,22.74,83.86,128.2,233.28,87.96,86.78,37.19
2019-01-17,22.23,22.23,17.8,22.7,83.86,127.43,228.89,86.41,85.2,36.71
