DTYYYYMMDD,CTG,FPT,HPG,MBB,MSN,REE,SBT,SSI,STB,VCB,VIC,VNM
2018-10-25,23000,35879.2155,30000.0,18929.3598,77500,30382.0225,18610.337,26803.4188,12550,54315.5801,96800.0,114736.1974
2018-10-26,22500,35660.7063,29923.0769,18974.4297,76500,29907.3034,18565.1663,26372.6496,12300,53027.0718,96400.0,116170.3998
2018-10-29,22100,35835.5137,29884.6154,19154.7093,76500,29859.8315,18881.3614,26229.0598,12000,52432.3757,97200.0,114736.1974
2018-10-30,22200,35835.5137,29769.2308,19244.8492,78000,29195.2247,18610.337,26324.7863,11950,53720.884,96600.0,112154.6329
2018-10-31,23400,36665.8487,30961.5385,19740.6181,83000,29907.3034,18700.6785,27425.641,12500,55108.5083,97200.0,111007.271
2018-11-01,22850,36622.1469,30461.5385,19380.0589,82000,29337.6404,18700.6785,26803.4188,12200,54513.8122,95500.0,109286.228
2018-11-02,23500,37496.1838,30769.2308,19650.4783,84500,30382.0225,18791.0199,27569.2308,12400,55703.2044,96000.0,113301.9949
2018-11-05,23500,37190.2709,30769.2308,19695.5482,85200,30382.0225,19423.41,27664.9573,12350,56000.5525,96000.0,111389.7249
2018-11-06,23250,36840.6561,30461.5385,19380.0589,84000,30002.2472,19513.7515,27377.7778,12250,55306.7403,95800.0,112537.0869
2018-11-07,23250,36578.445,30115.3846,19380.0589,84700,29717.4157,20281.6537,27282.0513,12700,55009.3923,96000.0,114258.1299
2018-11-08,23200,36840.6561,29923.0769,19289.9191,84500,30049.7191,20146.1416,27425.641,12600,55207.6243,96000.0,114736.1974
2018-11-09,22600,36054.0229,28923.0769,18839.22,84300,29622.4719,20191.3123,26611.9658,12350,53820.0,95900.0,111867.7924
2018-11-12,22450,36665.8487,28884.6154,18749.0802,83600,29575.0,20371.9952,27090.5983,12200,54117.3481,95900.0,111867.7924
2018-11-13,22000,36403.6377,28384.6154,18523.7307,79000,29385.1124,20191.3123,26659.8291,12000,53126.1878,93300.0,110911.6575
2018-11-14,21200,36928.0598,27538.4615,18253.3113,79000,28957.8652,20507.5073,26611.9658,11950,52729.7238,94700.0,112345.8599
2018-11-15,21250,36884.358,26923.0769,18433.5909,79400,29147.7528,19107.215,26420.5128,12000,52927.9558,91700.0,111867.7924
2018-11-16,21950,37365.0783,27076.9231,19154.7093,79600,29527.5281,19513.7515,26516.2393,12100,52729.7238,90100.0,109955.5225
2018-11-19,23050,37714.693,27269.2308,19199.7792,81800,29717.4157,19558.9222,27282.0513,12300,53522.6519,96400.0,110337.9765
2018-11-20,23200,37933.2023,28076.9231,19019.4996,81800,29575.0,19604.0929,27186.3248,12200,53324.4199,97200.0,111389.7249
2018-11-21,23300,37933.2023,28076.9231,19244.8492,81200,30951.6854,19604.0929,27664.9573,12250,54910.2762,97300.0,113971.2894
2018-11-22,22950,37933.2023,27538.4615,19109.6394,82000,30856.7416,19513.7515,27425.641,12400,54315.5801,98000.0,114831.8109
2018-11-23,22450,37627.2894,27346.1538,18884.2899,81600,31046.6292,19513.7515,26707.6923,12250,53522.6519,99000.0,112823.9274
2018-11-26,22500,37102.8672,27384.6154,18749.0802,82100,30856.7416,19513.7515,26611.9658,12300,53522.6519,100500.0,117700.2158
2018-11-27,22300,37365.0783,27384.6154,18613.8705,82000,30714.3258,19829.9465,26755.5556,12150,52927.9558,101500.0,120951.0747
2018-11-28,22750,37408.7801,27076.9231,18794.1501,81300,30714.3258,19829.9465,26994.8718,12250,54612.9282,102000.0,122385.2772
2018-11-29,22850,37496.1838,26307.6923,18839.22,81000,30761.7978,19423.41,27090.5983,12150,54513.8122,102000.0,120759.8477
2018-11-30,23000,37496.1838,25538.4615,19425.1288,80000,30192.1348,19062.0443,27282.0513,12150,54910.2762,101700.0,122385.2772
2018-12-03,24150,39244.2577,26769.2308,19965.9676,82200,31473.8764,18971.7028,28382.906,12800,57487.2928,101900.0,127739.6331
2018-12-04,23900,39287.9595,26615.3846,19830.7579,84100,31663.764,18655.5078,28191.453,12800,57090.8287,102000.0,130512.4245
2018-12-05,24100,38982.0466,27153.8462,20011.0375,84100,31711.236,17887.6055,28239.3162,12700,57289.0608,102100.0,127165.9521
2018-12-06,23950,38807.2392,26615.3846,20281.457,83800,31568.8202,18023.1177,28143.5897,12600,56397.0166,102100.0,125922.9766
2018-12-07,24050,39419.065,26653.8462,20281.457,84600,31663.764,18113.4591,28382.906,12650,56694.3646,102200.0,128026.4736
2018-12-10,23100,38632.4318,25961.5385,19920.8977,85600,31378.9326,18203.8006,28000.0,12500,56397.0166,102100.0,129078.222
2018-12-11,23300,38501.3263,25730.7692,20056.1074,85900,31046.6292,18158.6298,27904.2735,12500,56297.9006,102200.0,128886.995
2018-12-12,23500,38850.941,25846.1538,20281.457,87000,31331.4607,18248.9713,28382.906,12700,57487.2928,102200.0,128122.0871
2018-12-13,23150,38982.0466,26153.8462,20011.0375,87100,31189.0449,18971.7028,28430.7692,12900,57090.8287,102800.0,129078.222
2018-12-14,22350,38588.73,25769.2308,19650.4783,85500,30761.7978,18610.337,28047.8632,12800,56000.5525,102700.0,129078.222
2018-12-17,21650,37583.5875,24923.0769,19154.7093,82000,30049.7191,18519.9956,27329.9145,12500,54315.5801,102500.0,128026.4736
2018-12-18,21450,36709.5506,23923.0769,19199.7792,81200,30239.6067,18068.2884,26994.8718,12400,54612.9282,102000.0,125922.9766
2018-12-19,20400,36796.9543,22846.1538,19064.5695,81500,30334.5506,17887.6055,26899.1453,12450,53919.116,102000.0,123437.0257
2018-12-20,20200,36753.2524,23038.4615,18884.2899,81000,30144.6629,18023.1177,26947.0085,12250,54117.3481,101900.0,120664.2342
2018-12-21,20850,37146.569,23038.4615,18884.2899,78600,30049.7191,18519.9956,26659.8291,12100,54018.232,102000.0,117126.5348
2018-12-24,20350,36709.5506,23461.5385,18433.5909,79000,29717.4157,18704.2742,25846.1538,12150,52630.6077,102000.0,120090.5532
2018-12-25,19700,36272.5321,23384.6154,17757.5423,80000,29052.809,18980.692,25702.5641,11950,52234.1436,101900.0,119134.4183
2018-12-26,19300,36185.1284,23307.6923,17667.4025,79000,29147.7528,18980.692,25511.1111,11950,52333.2597,101900.0,118560.7373
2018-12-27,19350,36534.7432,23807.6923,17757.5423,79000,29337.6404,19303.1795,25846.1538,12000,53027.0718,102400.0,118753.519
2018-12-28,19300,36884.358,23807.6923,17532.1928,77500,29242.6966,19164.9706,25511.1111,11950,53027.0718,95300.0,115669.012
