,HPG,REE,MSN,MBB,VIC,DPM,SBT,CTG,SSI,VCB,GMD,FPT,VNM,STB
0,0.018532549171396275,0.00435260338092291,0.05132467641749981,0.033723857845192724,0.08492171952153257,0.24781848025588651,0.09804667731563758,0.001167467658289152,0.0038244272064732556,0.013521003655230592,0.028299328044936053,0.10930799408230775,0.2782881008700587,0.026871114574636118
