HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
0.2699866329661795,0.00794394003284466,0.06228813228757896,0.019668666389959028,0.006164083337859045,0.09660875453088538,0.196736208822791,0.005329687384062569,0.3205549421220274,0.014718952125812496
