CTG,FPT,HPG,MBB,MSN,REE,SBT,SSI,STB,VCB,VIC,VNM
0.0007689575902522185,0.19101221912469657,0.000768957594231183,0.10825392979055697,0.17118427465579086,0.01273965480772497,0.03291892335042802,0.0002893091668661405,0.0007689575871050522,0.003030747556729769,0.07826406877561767,0.3999999999999999
