sharp_coef,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
1909925.0295357339,0.24306493686987957,0.12130211185049726,0.045891545892257454,0.11109289605035452,0.00029800727781693946,0.010103249998002462,0.22542648937798243,0.01012317281007732,0.2289400241792165,0.0037575656939162864
