VaRp,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
51825.948318850235,0.003376587343123166,0.09304607276456521,0.114507502888177,0.251546876606554,0.01312657209774223,0.11473310216901737,0.21353948801856074,0.0007842705860901974,0.19452860479787615,0.0008109227282951902
