markovitz,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
-154276.76082684883,0.0013764406958523137,0.26895446284833535,0.10837495635647618,0.12465324093200077,0.001227870626942073,0.0006693262503002486,0.18341085426570508,0.001323860557297947,0.3093183733764443,0.0006906140906472965
