sharp_coef,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
2029279.905613862,0.011145696890946879,0.10754930465095879,0.1178287769534628,0.2569143803246274,0.011314845254649486,0.06349844053157747,0.22114985030473389,0.001148609229994705,0.20827369821840525,0.0011763976406449627
