sharp_coef,CTG,FPT,HPG,MBB,MSN,REE,SBT,SSI,STB,VCB,VIC,VNM
1587675.726408089,0.001242770353486005,0.0025345870769311308,0.16423883979741077,0.030752583670177903,0.0012392621385053104,0.048021176049216546,0.100444299772824,0.001242770353471051,0.002313254762028068,0.002508420630223027,0.25811743570886225,0.3873445996868632
