VaR,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
23878.62184547727,0.001660792123440271,0.0030487330674805533,0.07389624971425048,0.08637188069403737,0.11196801906122232,0.1549673116010873,0.16303026477415425,0.012055312938724352,0.25907486640939004,0.1339265696162141
