VaR,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
23690.04092678467,1.0025336579379275e-12,6.110291903230329e-12,0.08420928528593527,0.05824472320050033,0.09313925935428768,0.16008958194908032,0.16678461257620492,0.0038122026149815767,0.2844273459027412,0.1492929891091551
