VaRp,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
21489.241569478174,0.03416229195806605,0.003275778830737178,0.03393218400810857,0.19795208630183847,0.05757663255582871,0.29049975307906944,0.1622051332745834,8.879231560096932e-13,0.11924327168294026,0.10115286830805575
