sharp_coef_sqrt,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
875375.8868978737,0.0021200676313487517,0.19034308569606928,0.12159938673490549,0.2079750858946736,0.0008040095056911424,0.0006475571744283484,0.21245987368107594,0.0008028996282546512,0.26286436747616365,0.0003836665773898232
