sharp_coef,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
127949.41971015719,0.007816525848761802,0.10363025870829463,0.12426585992467186,0.25569772804604246,0.008123423522671784,0.06874249914795003,0.22354937390876892,4.409138812066955e-06,0.20816990214409836,1.9609907007247507e-08
