VaRp,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
51773.84775627009,0.008843486256018324,0.09606451885749973,0.1092941527831317,0.2509406086656546,0.01220825127480127,0.11367990819993953,0.21349049120554664,0.0005392453303145531,0.1943779395829345,0.0005613978441602373
