VaR,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
23925.7423,0.0009230830822420862,0.022757798438649553,0.04279073922032067,0.03449113296801075,0.10931283020321192,0.1515740814089932,0.15907905935271824,0.007214717396599733,0.2423105195597456,0.2295460383695088
