sharp_coef,CTG,FPT,HPG,MBB,MSN,REE,SBT,SSI,STB,VCB,VIC,VNM
912985.9444551793,0.0007664640875862059,0.0012338169715810164,0.014066169006041577,0.002990572653257901,0.07612220163720508,0.0007664714473708121,0.3999999791730346,0.015442810338485193,0.009925235577426313,0.0779198150183463,0.4,0.0007664640896656257
