VaR,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
23878.621840523825,0.0016607921234392483,0.0030487330674776655,0.07389624971427582,0.08637188069407575,0.1119680190612419,0.1549673116010418,0.1630302647741239,0.012055312938726423,0.25907486640938115,0.13392656961621732
