sharp_coef_sqrt,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
13844.67037852825,1.9626109403179485e-09,0.22728823576794144,0.10741558936642899,0.2034994738385147,6.1430539319474e-08,2.6163172671504248e-09,0.22263905956180438,3.440781230677901e-09,0.23915756726964701,4.745415504508093e-09
