sharp_coef_sqrt,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
13840.630502588689,0.002017023790132714,0.19010242518874704,0.12210253804493713,0.20763686294280292,0.0008094509851979118,0.0008015987518941033,0.21266903552250238,0.0008088342926525708,0.2628522056370159,0.00020002484411824002
