markovitz,CTG,FPT,HPG,MBB,MSN,REE,SBT,SSI,STB,VCB,VIC,VNM
-101485.47899706346,0.0003477224057671378,0.002316075867266629,0.33462588756187617,0.0023160758727258997,0.0003154933941616564,0.023578402888363083,0.03885284527811462,0.0004782267831358285,0.0003477224057668213,0.003920321336508838,0.24692714011552577,0.3459740860907881
