sharp_coef,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
127904.5393199989,0.008100182099690377,0.10890711474925846,0.11738964829514811,0.25646812321665585,0.008115411315891372,0.07270800724735993,0.2206076464275869,0.00023821666916253392,0.20722741899051436,0.00023823098873154767
