markovitz,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
-131414.3358129156,0.16767073709957905,0.14003079638028063,0.005118569681655304,0.005151015098110884,0.0002563351152883422,0.0007889951915473245,0.2761236489611647,0.004070907280820515,0.3999999999999983,0.000788995191554857
