sharp_coef,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
2030421.6749341153,0.008099708932889527,0.10890664137612682,0.11739489589537264,0.25645913817227434,0.008115451687980255,0.07270355795390629,0.22061865165473316,0.000238208630635493,0.20722553207396777,0.0002382136221132731
