VaR,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
21076.49048881737,0.23287266692204422,0.013403851779933938,0.05598961931939981,0.008498284659656926,0.026517559406911608,0.11640642501719985,0.1933495104706841,0.0015562562166926723,0.32491504270191135,0.02649078350556512
