VaR,CTG,FPT,HPG,MBB,MSN,REE,SBT,SSI,STB,VCB,VIC,VNM
25546.425,0.009507228588829282,0.14977934938708926,0.0045718421050232,0.023718169444736245,0.06594898953035566,0.009378453844492875,0.1237332083457135,0.002326249656048712,0.108314555938355,0.017726478790681656,0.12267111584020875,0.36232435852846523
