markovitz,CTG,FPT,HPG,MBB,MSN,REE,SBT,SSI,STB,VCB,VIC,VNM
-38854.601693140256,0.00048790260377074815,0.0004879419944526021,0.008763527666603243,0.0010639231301338102,0.06291622619052713,0.0004879026124492327,0.4,0.017260555700239374,0.0012328659202197234,0.10681125545308705,0.4,0.0004878987285162361
