Date,CTG,FPT,HPG,MBB,MSN,REE,SBT,SSI,STB,VCB,VIC,VNM
6/13/2017,19087.4036,32155.8947,16152.2634,14054.2977,43050,30805.7642,30535.4074,23733.0108,13900,36923.5201,35537.1901,116348.2147
6/12/2017,18798.2005,31695.0054,15895.0617,14018.9854,43300,30532.3403,30625.7488,23465.3452,13800,36731.9584,35000,116653.7911
6/9/2017,18701.7995,32014.0826,16177.9835,14160.2346,43200,30714.6229,30716.0903,23420.7343,13900,36779.8488,34380.1653,117417.7321
6/8/2017,18846.401,31340.4751,16203.7037,14160.2346,43100,30623.4816,30354.7245,23242.2906,13800,36300.9445,34132.2314,117341.338
6/7/2017,19183.8046,31234.116,16152.2634,14301.4838,43550,30988.0469,30941.9439,23063.8469,13450,36684.0679,33884.2975,117646.9144
6/6/2017,18508.9974,31411.3812,15689.3004,13701.1746,44100,30988.0469,30625.7488,22840.7923,13550,37019.3009,33595.0413,117799.7026
6/5/2017,18123.3933,30666.8676,15406.3786,13489.3008,44300,29848.7804,28638.2371,22573.1268,12700,35630.4785,33553.719,117417.7321
6/2/2017,18026.9923,30666.8676,15432.0988,13418.6762,43800,29165.2206,28367.2128,23019.236,12400,34768.4508,33553.719,115278.6973
6/1/2017,17978.7918,30808.6797,15586.4198,13489.3008,43900,29256.3619,28096.1884,22216.2394,12650,34768.4508,33512.3967,116042.6383
5/31/2017,18123.3933,30489.6025,15637.8601,13312.7392,43200,28846.226,27147.6033,22127.0176,12500,34672.67,33264.4628,114361.9681
5/30/2017,18219.7943,30489.6025,15097.7366,13418.6762,42800,28937.3673,27373.4569,22082.4066,12600,34768.4508,33264.4628,114361.9681
5/29/2017,18846.401,30205.9783,15329.2181,13559.9254,43000,30167.775,28186.5299,23019.236,12700,34864.2317,33595.0413,115889.8501
5/26/2017,18219.7943,29851.448,15020.5761,13736.4869,42800,30532.3403,26515.2132,23197.6797,12300,35151.5742,33471.0744,116119.0324
5/25/2017,18219.7943,30205.9783,15097.7366,13489.3008,43000,30486.7696,25702.1402,23420.7343,12400,35534.6977,33099.1736,114591.1504
5/24/2017,18557.1979,29657.2271,15097.7366,13277.4269,43500,30486.7696,26289.3596,23376.1234,12550,36157.2732,33471.0744,115737.0619
5/23/2017,18026.9923,29506.2229,14943.4156,12429.9316,44100,29894.3511,24753.5551,22662.3486,12400,35630.4785,33760.3306,115737.0619
5/22/2017,18508.9974,29294.817,14866.2551,12924.3039,44100,29529.7858,24301.8479,22974.6251,12700,35917.8211,34049.5868,114820.3327
5/19/2017,17544.9871,29234.4153,14763.3745,12535.8685,43000,30031.0631,23669.4578,23197.6797,12400,35199.4647,33801.6529,112986.8742
5/18/2017,17303.9846,28932.4069,14660.4938,12147.4332,43500,28071.5248,22766.0434,21859.352,12450,34816.3412,34132.2314,111535.3863
5/17/2017,17111.1825,28872.0052,14943.4156,11688.3732,43500,28344.9487,22901.5555,21502.4646,12500,34672.67,34132.2314,112299.3273
5/16/2017,17159.383,28690.8001,14917.6955,11653.0609,43850,28344.9487,22675.7019,21145.5773,12350,34528.9987,34297.5207,109625.5338
5/15/2017,17448.5861,28872.0052,15174.8971,11653.0609,42600,28709.514,22856.3848,21413.2428,12650,34768.4508,33801.6529,109931.1102
5/12/2017,17496.7866,28992.8086,15277.7778,11794.3101,42600,29074.0793,23398.4335,20967.1336,12200,34912.1221,33471.0744,110618.6571
5/11/2017,17448.5861,29053.2103,15509.2593,11935.5593,42700,28253.8074,23217.7506,21145.5773,12350,35247.3551,33471.0744,110389.4748
5/10/2017,17641.3882,29053.2103,15432.0988,11935.5593,42900,28025.9541,22133.6533,21011.7445,12400,35199.4647,33429.7521,110313.0807
5/9/2017,17303.9846,29174.0136,15277.7778,11758.9978,42400,28982.9379,22856.3848,21234.7991,11900,34912.1221,33677.686,110007.5043
5/8/2017,17111.1825,28388.7917,14994.856,11582.4363,42650,28162.6661,23037.0677,20521.0243,11750,34241.6561,33388.4298,111458.9922
5/5/2017,17111.1825,28449.1934,15020.5761,11794.3101,43100,26704.4051,23398.4335,20074.9151,12100,34576.8891,33388.4298,111993.7509
5/4/2017,17159.383,28388.7917,15020.5761,11653.0609,44000,26522.1225,24843.8965,20164.137,12150,34768.4508,33305.7851,113445.2388
5/3/2017,16870.1799,28388.7917,14969.1358,11864.9347,44300,27114.541,25476.2866,19762.6387,11650,34002.204,33471.0744,111764.5686
4/28/2017,16725.5784,28056.5825,15123.4568,11158.6886,44450,25382.856,24663.2137,19539.5841,11550,33619.0805,33801.6529,111538.4771
4/27/2017,16677.3779,28086.7833,15174.8971,10734.9409,45150,24881.5788,23082.2384,19851.8605,12400,33379.6284,33801.6529,110408.0196
4/26/2017,16580.9769,27784.7749,15020.5761,10629.004,45450,24289.1603,21862.629,19985.6933,11850,33571.1901,33388.4298,108448.5599
4/25/2017,16484.5758,27573.369,15329.2181,10523.0671,45500,23696.7417,21907.7997,19762.6387,11100,33619.0805,33347.1074,108071.7407
4/24/2017,16388.1748,27633.7707,15457.8189,10558.3794,45400,23377.7471,21952.9704,19628.8059,10500,33619.0805,33057.8512,108523.9237
4/21/2017,16484.5758,27694.1723,15663.5802,10664.3163,45000,23696.7417,22043.3118,19941.0824,11250,34002.204,33471.0744,109051.4705
4/20/2017,16773.7789,27694.1723,15663.5802,10593.6917,44900,23696.7417,22088.4826,19941.0824,11600,33906.4231,33553.719,109202.1982
4/19/2017,16677.3779,27784.7749,15920.7819,10593.6917,45800,23423.3178,22133.6533,19851.8605,11600,34385.3274,34297.5207,109579.0174
4/18/2017,16677.3779,27784.7749,15560.6996,10734.9409,46000,23149.8938,22133.6533,20119.526,11300,34337.437,34462.8099,108825.379
4/17/2017,16388.1748,27603.5698,15689.3004,10664.3163,44000,23104.3232,22133.6533,19494.9731,11200,34002.204,34504.1322,107016.647
4/14/2017,16870.1799,27814.9757,15895.0617,10734.9409,45500,23970.1657,22133.6533,19807.2496,11600,34816.3412,34504.1322,106790.5555
4/13/2017,17111.1825,28539.7959,16203.7037,10946.8148,45750,24425.8722,22043.3118,20074.9151,11900,35199.4647,35041.3223,107845.6492
4/12/2017,17159.383,28721.001,16255.144,10840.8778,45800,24289.1603,21998.1411,20476.4134,12750,35247.3551,34752.0661,108523.9237
4/11/2017,17448.5861,28358.5909,16409.465,11052.7517,46100,24243.5896,22404.6776,21056.3554,12650,35343.1359,35165.2893,108147.1045
4/10/2017,17255.7841,28388.7917,16435.1852,10805.5655,46500,24243.5896,22766.0434,21324.021,12800,35151.5742,35041.3223,107468.83
4/7/2017,17352.1851,28388.7917,16383.7449,10840.8778,47300,24198.0189,22856.3848,20699.468,13150,35247.3551,34710.7438,107468.83
4/5/2017,17352.1851,28116.9841,16177.9835,10876.1902,45900,24425.8722,22811.2141,20521.0243,12300,35295.2455,34380.1653,108071.7407
4/4/2017,17303.9846,28388.7917,16615.2263,10911.5025,47200,24699.2962,22675.7019,21234.7991,12400,35247.3551,34710.7438,108523.9237
4/3/2017,17352.1851,28026.3816,16435.1852,10911.5025,47900,24790.4375,22495.019,21591.6865,12250,34864.2317,34297.5207,108750.0152
3/31/2017,17448.5861,28569.9968,15715.0206,10840.8778,47050,24881.5788,22314.3362,21279.41,11450,35343.1359,34545.4545,107996.3768
3/30/2017,17689.5887,28449.1934,15406.3786,10982.1271,46500,25155.0027,22314.3362,21279.41,11250,35630.4785,34876.0331,108523.9237
3/29/2017,17689.5887,28690.8001,14883.4019,10805.5655,47000,25519.568,22088.4826,21011.7445,11200,35726.2594,34876.0331,106865.9193
3/28/2017,17834.1902,28630.3985,14729.0809,10840.8778,46000,25291.7147,22314.3362,20922.5227,11150,35822.0402,34710.7438,106112.2809
3/27/2017,18123.3933,28751.2018,14763.3745,10911.5025,47800,24334.7309,22314.3362,20922.5227,11400,36205.1637,35000,107016.647
3/24/2017,18026.9923,28811.6035,14763.3745,11052.7517,47800,24425.8722,22133.6533,20565.6353,11400,36396.7254,35000,106790.5555
3/23/2017,17834.1902,28992.8086,14660.4938,10876.1902,48000,24608.1549,22223.9947,20297.9697,11400,36636.1775,35123.9669,105660.0979
3/22/2017,17689.5887,27845.1766,14540.4664,10876.1902,47500,23970.1657,21591.6046,20119.526,10750,36109.3828,34421.4876,102946.9998
3/21/2017,17834.1902,28147.185,14694.7874,10876.1902,47100,24425.8722,21681.9461,20521.0243,10700,36396.7254,34256.1983,102193.3615
3/20/2017,17641.3882,28147.185,14351.8519,10629.004,45900,25337.2854,21636.7753,20521.0243,10550,35965.7115,35785.124,100912.1763
3/17/2017,17400.3856,27724.3732,14163.2373,10240.5687,44100,25246.1441,21636.7753,20297.9697,10300,35438.9168,36198.3471,100987.5401
3/16/2017,17207.5835,27603.5698,14334.7051,10240.5687,43500,25519.568,21636.7753,19896.4714,10350,35534.6977,36363.6364,100987.5401
3/15/2017,17159.383,27512.9673,14248.9712,10240.5687,43750,25155.0027,21636.7753,19004.253,10350,35391.0264,35950.4132,100233.9017
3/14/2017,17255.7841,27603.5698,14420.439,10346.5056,43200,25610.7093,21636.7753,19093.4748,10450,35486.8072,36404.9587,98500.5335
3/13/2017,17303.9846,27633.7707,14437.5857,10381.8179,41700,24790.4375,21681.9461,19093.4748,10550,35486.8072,36528.9256,97746.8952
3/10/2017,17544.9871,27784.7749,14437.5857,10169.944,41750,24608.1549,21727.1168,19048.8639,10450,35917.8211,36528.9256,97897.6228
3/9/2017,17737.7892,27482.7665,14403.2922,10275.881,41750,23514.4591,21727.1168,19182.6967,10450,36205.1637,36528.9256,98349.8059
3/8/2017,17689.5887,27663.9715,14146.0905,9958.0702,41700,23787.883,21727.1168,18736.5874,10600,36109.3828,36776.8595,98425.1697
3/7/2017,17641.3882,27663.9715,14128.9438,9852.1333,41000,23833.4537,21772.2875,18736.5874,10500,35917.8211,37066.1157,97972.9867
3/6/2017,17737.7892,27754.574,14128.9438,9852.1333,41000,23423.3178,21772.2875,18736.5874,10800,35726.2594,36983.4711,98651.2612
3/3/2017,17641.3882,27573.369,14060.3567,9746.1964,41000,22466.334,21727.1168,18558.1438,10900,35917.8211,36776.8595,97897.6228
3/2/2017,17303.9846,27452.5656,14403.2922,9816.821,40900,22603.0459,21727.1168,18468.9219,10200,35343.1359,36446.281,97746.8952
3/1/2017,17352.1851,27603.5698,14026.0631,9852.1333,41000,22557.4753,21681.9461,18915.0311,10200,35630.4785,36942.1488,98575.8974
2/28/2017,17593.1877,27694.1723,13717.4211,9887.4456,41000,22876.4699,21681.9461,18915.0311,10300,35822.0402,37190.0826,99028.0804
2/27/2017,17641.3882,28116.9841,13803.155,9958.0702,41000,23013.1819,21727.1168,19004.253,10450,36588.2871,37975.2066,99329.5357
2/24/2017,17400.3856,27784.7749,13871.7421,9993.3825,41700,22713.1962,21817.4582,19004.253,10300,35869.9307,37396.6942,99404.8996
2/23/2017,17255.7841,27784.7749,13923.1824,10028.6948,42200,22884.6166,21862.629,19271.9185,11050,36013.6019,37396.6942,98199.0782
2/22/2017,17352.1851,27663.9715,13786.0082,9922.7579,42200,23098.892,21862.629,19227.3076,10950,36300.9445,37768.595,98274.442
2/21/2017,17641.3882,27422.3648,14489.0261,9922.7579,42550,23356.0226,21862.629,18781.1984,10850,36779.8488,38388.4298,98199.0782
2/20/2017,17834.1902,27210.9589,14403.2922,9922.7579,42000,23570.298,21817.4582,18781.1984,11050,36348.8349,37438.0165,97972.9867
2/17/2017,18219.7943,27361.9631,15192.0439,9990.49,41700,23398.8776,21817.4582,18781.1984,11000,36684.0679,36363.6364,97972.9867
2/16/2017,18605.3985,27361.9631,15329.2181,9888.8918,41950,23141.7471,21817.4582,18647.3656,10450,36971.4105,36363.6364,99480.2634
2/15/2017,18605.3985,27784.7749,15483.5391,9821.1597,41950,23656.0082,21862.629,18915.0311,9950,37354.5339,36776.8595,100233.9017
2/14/2017,17978.7918,28026.3816,15466.3923,9685.6954,41500,23570.298,21681.9461,18825.8093,10100,37067.1914,35165.2893,100158.5379
2/13/2017,17834.1902,27059.9547,15346.3649,9753.4276,41800,23827.4285,21591.6046,18915.0311,10000,37210.8626,35123.9669,100836.8124
2/10/2017,17882.3907,26848.5488,15209.1907,9584.0972,42000,23484.5878,21501.2632,18558.1438,10200,37641.8765,35123.9669,100836.8124
2/9/2017,17400.3856,26908.9505,15277.7778,9651.8294,42500,23484.5878,21501.2632,18558.1438,10200,38024.9999,35247.9339,101062.9039
2/8/2017,17207.5835,26939.1513,15312.0713,9584.0972,42600,23056.0369,21501.2632,18647.3656,10000,38072.8903,35330.5785,100912.1763
2/7/2017,17496.7866,26878.7496,15294.9246,9482.499,42600,23056.0369,21591.6046,18647.3656,9870,37593.9861,35371.9008,100836.8124
2/6/2017,17641.3882,26757.9462,15123.4568,9550.2312,42600,22627.4861,21591.6046,18335.0891,9950,37067.1914,35041.3223,100384.6294
2/3/2017,17785.9897,26999.553,14814.8148,9584.0972,42300,22198.9352,21681.9461,18290.4782,10050,37067.1914,34710.7438,100912.1763
2/2/2017,18026.9923,27120.3563,14643.3471,9617.9633,42200,22284.6454,21681.9461,18424.311,10050,37785.5478,35123.9669,100233.9017
1/25/2017,17882.3907,27241.1597,14506.1728,9584.0972,41250,22027.5148,21952.9704,18022.8127,10200,37641.8765,34710.7438,97219.3483
1/24/2017,17882.3907,26999.553,14403.2922,9550.2312,41200,21727.5292,22043.3118,17888.9799,9850,36971.4105,34297.5207,96465.71
1/23/2017,17641.3882,26848.5488,14403.2922,9347.0347,41200,21298.9784,22043.3118,17844.369,9550,36492.5062,34710.7438,96465.71
1/20/2017,17255.7841,26697.5446,14471.8793,9414.7669,41000,21941.8047,22133.6533,17978.2018,9500,36396.7254,34710.7438,95712.0716
1/19/2017,17014.7815,26455.9378,14214.6776,9414.7669,41333.3333,22070.3699,21862.629,17978.2018,9590,36396.7254,34710.7438,94958.4332
1/18/2017,16677.3779,26455.9378,14266.118,9482.499,41666.6667,22070.3699,22133.6533,18201.2564,9450,36684.0679,34793.3884,94958.4332
1/17/2017,17014.7815,26818.3479,14403.2922,9584.0972,41800,21427.5436,22133.6533,18379.7001,9240,37306.6435,35247.9339,95033.7971
1/16/2017,15906.1697,26576.7412,14403.2922,9245.4365,41800,21427.5436,22133.6533,18201.2564,8960,35774.1498,35413.2231,95335.2524
1/13/2017,16002.5707,27120.3563,14814.8148,9313.1687,41800,21513.2538,22585.3605,18290.4782,8950,35869.9307,35785.124,95636.7078
1/12/2017,16280.0719,27754.574,14969.1358,9380.9008,41800,21427.5436,22133.6533,18245.8673,9040,36300.9445,35537.1901,95712.0716
1/11/2017,16372.5723,27845.1766,15089.1632,9313.1687,42200,21170.4131,22495.019,18112.0345,9030,36827.7392,35537.1901,95712.0716
1/10/2017,15632.5691,27784.7749,15037.7229,9279.3026,42466.6667,20741.8622,22495.019,18156.6455,9000,36779.8488,35454.5455,95033.7971
1/9/2017,15817.5699,27301.5614,14797.668,9279.3026,41733.3333,21341.8335,22585.3605,18290.4782,8990,37067.1914,35702.4793,94958.4332
1/6/2017,15401.318,27150.5572,14883.4019,9313.1687,42133.3333,21427.5436,22675.7019,18112.0345,8780,36300.9445,35619.8347,94958.4332
1/5/2017,15262.5674,27241.1597,15123.4568,9143.8383,42066.6667,21684.6742,22766.0434,17933.5908,8580,35582.5881,34958.6777,95485.9801
1/4/2017,15170.067,27331.7622,15089.1632,9211.5705,42333.3333,21427.5436,22946.7263,17888.9799,8200,35438.9168,34752.0661,95636.7078
1/3/2017,14892.5658,27090.1555,15089.1632,9313.1687,41600,21427.5436,23488.7749,17888.9799,8790,35678.3689,34380.1653,95485.9801
12/30/2016,13921.3115,26576.7412,14797.668,9482.499,41218.3486,21127.558,22133.6533,17487.4816,9450,33954.3135,34710.7438,94656.9779
12/29/2016,13875.0613,26244.5319,14814.8148,9076.1062,40645.8716,21084.7029,22675.7019,17576.7035,9400,33954.3135,34628.0992,96917.893
12/28/2016,14060.0621,26335.1344,14951.989,9008.3741,40518.6544,21084.7029,22766.0434,17621.3144,9100,34097.9848,34380.1653,94958.4332
12/27/2016,14060.0621,26063.3269,14797.668,8974.508,41345.5657,21170.4131,23037.0677,17353.6489,8600,34481.1082,34958.6777,94204.7949
12/26/2016,14013.8119,25791.5193,15020.5761,8906.7759,41536.3914,20527.5868,22133.6533,17487.4816,8350,34576.8891,34710.7438,92320.699
12/23/2016,14060.0621,25761.3184,14729.0809,8940.6419,41536.3914,20570.4419,23037.0677,17309.0379,8340,34097.9848,34793.3884,93451.1565
12/22/2016,13967.5617,25700.9168,14574.7599,8974.508,41536.3914,20484.7317,23398.4335,17309.0379,8200,33427.5188,34710.7438,92772.882
12/21/2016,14060.0621,25670.7159,14368.9986,9008.3741,39691.7431,20699.0071,23940.4821,17442.8707,8260,33475.4092,34214.876,95033.7971
12/20/2016,14106.3123,25700.9168,14163.2373,9008.3741,39373.7003,20527.5868,24121.165,17487.4816,8400,33475.4092,34586.7769,93903.3395
12/19/2016,14152.5625,25791.5193,14231.8244,8974.508,40391.4373,20441.8766,23488.7749,17710.5362,8420,33666.971,35371.9008,97068.6206
12/16/2016,13875.0613,25429.1092,14334.7051,8906.7759,41345.5657,20056.1808,23037.0677,17130.5942,8200,33619.0805,35123.9669,97897.6228
12/15/2016,13736.3107,25278.105,14163.2373,8906.7759,39500.9174,19970.4707,22133.6533,16952.1505,8000,33523.2997,34710.7438,96164.2546
12/14/2016,13551.3099,25368.7075,14283.2647,8940.6419,39500.9174,19027.6587,21501.2632,16952.1505,7900,33331.738,35082.6446,98575.8974
12/13/2016,13505.0597,25247.9041,13906.0357,8940.6419,38801.2232,18513.3977,20959.2145,16818.3178,7620,32948.6145,34710.7438,98726.625
12/12/2016,13875.0613,25489.5109,13957.476,8940.6419,40073.3945,18599.1079,21139.8974,16506.0413,7610,33427.5188,34710.7438,100761.4486
12/9/2016,14245.0629,25912.3227,14026.0631,9008.3741,40264.2202,19113.3689,21501.2632,16729.0959,7800,33571.1901,34710.7438,102344.0892
12/8/2016,14383.8135,25519.7117,14026.0631,8906.7759,40264.2202,19156.224,22043.3118,16684.485,7910,33523.2997,34710.7438,101891.9061
12/7/2016,14476.314,25429.1092,14008.9163,8906.7759,40073.3945,19027.6587,22223.9947,16595.2632,7400,32948.6145,34710.7438,99857.0826
12/6/2016,14522.5642,25549.9125,14026.0631,9008.3741,40264.2202,18770.5282,21952.9704,16595.2632,7510,32709.1624,34462.8099,100987.5401
12/5/2016,14846.3156,25731.1176,14540.4664,8940.6419,40200.6116,19284.7893,22043.3118,17130.5942,7500,33427.5188,34669.4215,101741.1785
12/2/2016,14938.816,25942.5235,14471.8793,9008.3741,39946.1774,18899.0935,22223.9947,17576.7035,7740,33810.6422,34710.7438,101741.1785
12/1/2016,14985.0662,26093.5277,14317.5583,8974.508,40963.9144,18856.2384,21681.9461,17710.5362,7550,33762.7518,34710.7438,101891.9061
11/30/2016,14892.5658,26184.1302,14437.5857,9042.2401,40773.0887,19027.6587,21952.9704,17755.1472,7500,33714.8614,34710.7438,104002.0935
11/29/2016,14846.3156,26063.3269,13837.4486,9008.3741,39882.5688,18427.6875,22223.9947,17487.4816,7800,33523.2997,34297.5207,101213.6316
11/28/2016,14892.5658,26274.7328,13957.476,8940.6419,40709.4801,18513.3977,22223.9947,17844.369,7800,34002.204,35123.9669,97370.076
11/25/2016,15031.3164,26546.5403,14317.5583,9042.2401,43253.8226,18599.1079,21862.629,17933.5908,8100,34289.5465,35123.9669,101364.3593
11/24/2016,15170.067,26788.1471,14300.4115,9109.9723,43889.9083,18513.3977,22133.6533,17978.2018,8220,34481.1082,35123.9669,103022.3637
11/23/2016,15493.8184,26546.5403,14283.2647,9109.9723,43381.0398,18556.2528,21320.5803,18067.4236,8270,34768.4508,35289.2562,104755.7319
11/22/2016,15493.8184,26033.126,14368.9986,9076.1062,40645.8716,18599.1079,21456.0925,18112.0345,8270,34481.1082,35206.6116,106036.9171
11/21/2016,15308.8176,26033.126,14403.2922,9076.1062,40327.8287,18899.0935,21501.2632,17888.9799,8300,34193.7657,35206.6116,104378.9127
11/18/2016,15031.3164,26033.126,14163.2373,9143.8383,40327.8287,18856.2384,21591.6046,17844.369,7880,34050.0944,35206.6116,103399.1829
11/17/2016,15031.3164,25731.1176,14334.7051,9177.7044,40264.2202,18599.1079,21591.6046,17978.2018,7910,34145.8752,35289.2562,104755.7319
11/16/2016,15170.067,26002.9252,14437.5857,9211.5705,40137.0031,18513.3977,21591.6046,18112.0345,8100,34289.5465,35289.2562,104755.7319
11/15/2016,15262.5674,26093.5277,14403.2922,9279.3026,40073.3945,18770.5282,21591.6046,18156.6455,8100,34289.5465,35330.5785,103474.5467
11/14/2016,15262.5674,25821.7201,14128.9438,9313.1687,39437.3089,18513.3977,21546.4339,17933.5908,8010,34289.5465,35454.5455,104152.8212
11/11/2016,15216.3172,25972.7243,14043.2099,9347.0347,41027.5229,18213.4121,21681.9461,18290.4782,8240,34720.5604,36363.6364,105886.1894
11/10/2016,15355.0678,25791.5193,14231.8244,9380.9008,41345.5657,17699.151,21862.629,18424.311,8400,34864.2317,35371.9008,106263.0086
11/9/2016,15216.3172,25489.5109,14043.2099,9347.0347,41345.5657,17399.1654,21862.629,18156.6455,8250,34481.1082,35123.9669,105509.3703
11/8/2016,15308.8176,25882.1218,14231.8244,9482.499,41345.5657,17784.8612,22495.019,18424.311,8430,34864.2317,35371.9008,105810.8256
11/7/2016,15447.5682,25851.921,14094.6502,9448.6329,41345.5657,17699.151,22404.6776,18424.311,8420,34720.5604,35330.5785,105660.0979
11/4/2016,15355.0678,25459.31,13580.2469,9414.7669,41409.1743,17656.2959,22314.3362,18022.8127,8380,33523.2997,35041.3223,106187.6448
11/3/2016,15355.0678,25368.7075,13477.3663,9516.3651,41536.3914,17742.0061,22359.5069,18245.8673,8240,33523.2997,35041.3223,106564.464
11/2/2016,15447.5682,25731.1176,13545.9534,9617.9633,41663.6086,18084.8468,22766.0434,18558.1438,8250,33906.4231,34958.6777,106338.3725
11/1/2016,15493.8184,26153.9294,13854.5953,9685.6954,41663.6086,18256.2672,22495.019,18602.7547,8500,34385.3274,35330.5785,106941.2831
10/31/2016,15586.3189,26274.7328,13974.6228,9685.6954,41790.8257,18213.4121,23759.7992,18781.1984,8820,34481.1082,35123.9669,107016.647
10/28/2016,15725.0695,26335.1344,13991.7695,9651.8294,41790.8257,18084.8468,23940.4821,18558.1438,8870,34768.4508,35413.2231,107996.3768
10/27/2016,15355.0678,26093.5277,13563.1001,9651.8294,41663.6086,17999.1366,24347.0186,18558.1438,8950,34768.4508,35371.9008,107393.4662
10/26/2016,15678.8193,25972.7243,13563.1001,9651.8294,41790.8257,17913.4265,23669.4578,18558.1438,9020,33810.6422,35082.6446,106338.3725
10/25/2016,15910.0703,26093.5277,13580.2469,9685.6954,41981.6514,17656.2959,23759.7992,18870.4202,9100,34241.6561,35289.2562,106263.0086
10/24/2016,16002.5707,26093.5277,13786.0082,9719.5615,41981.6514,17699.151,23579.1163,18825.8093,9200,34576.8891,35537.1901,106263.0086
10/21/2016,15863.8201,26214.3311,14060.3567,9643.766,42172.4771,17699.151,23579.1163,19227.3076,9250,35151.5742,35537.1901,108674.6514
10/20/2016,16002.5707,26274.7328,14111.797,9676.0194,42299.6942,17784.8612,23850.1407,18959.6421,9320,35151.5742,35785.124,109202.1982
10/19/2016,16048.8209,26486.1387,14146.0905,9676.0194,42299.6942,17956.2816,24075.9943,18959.6421,9480,35151.5742,36198.3471,110031.2004
10/18/2016,15771.3197,26335.1344,13957.476,9676.0194,42426.9113,17999.1366,23850.1407,18825.8093,9240,34912.1221,35454.5455,108523.9237
10/17/2016,15771.3197,26214.3311,13648.834,9676.0194,42426.9113,17956.2816,23669.4578,18915.0311,9220,34864.2317,35537.1901,107167.3747
10/14/2016,15771.3197,26486.1387,13854.5953,9579.2592,43381.0398,18256.2672,23850.1407,18959.6421,9210,35630.4785,35537.1901,108523.9237
10/13/2016,15863.8201,26576.7412,14163.2373,9547.0058,43253.8226,18299.1223,23940.4821,19004.253,9200,35726.2594,35537.1901,107016.647
10/12/2016,15863.8201,26455.9378,13991.7695,9547.0058,43253.8226,18256.2672,24030.8236,18870.4202,9220,36013.6019,34876.0331,106639.8278
10/11/2016,15863.8201,26878.7496,14368.9986,9547.0058,43444.6483,18341.9773,22811.2141,19048.8639,9250,36205.1637,34793.3884,105886.1894
10/10/2016,15817.5699,26335.1344,13443.0727,9579.2592,43444.6483,17784.8612,21334.479,19004.253,9370,35917.8211,34793.3884,105584.7341
10/7/2016,16002.5707,27210.9589,14094.6502,9643.766,43571.8654,17999.1366,21299.7323,19004.253,9530,36348.8349,35371.9008,106715.1916
10/6/2016,16280.0719,27845.1766,14711.9342,9611.5126,44017.1254,18127.7019,21542.9592,19089.4738,9610,36731.9584,35289.2562,107016.647
10/5/2016,16280.0719,28267.9884,14951.989,9514.7524,44462.3853,18256.2672,21542.9592,19302.526,9350,36588.2871,36198.3471,105810.8256
10/4/2016,16002.5707,28267.9884,15072.0165,9514.7524,44462.3853,18170.557,21403.9724,19259.9156,9150,36300.9445,36363.6364,105886.1894
10/3/2016,15678.8193,28177.3858,15260.631,9547.0058,44525.9939,18299.1223,21334.479,19089.4738,9200,36300.9445,35537.1901,105886.1894
9/30/2016,15678.8193,28177.3858,15672.1536,9611.5126,44716.8196,18513.3977,21542.9592,19004.253,9320,36684.0679,36776.8595,105509.3703
9/29/2016,15863.8201,28600.1976,15912.2085,9547.0058,43381.0398,18856.2384,21403.9724,19004.253,9390,36684.0679,37148.7603,105509.3703
9/28/2016,16095.0711,28932.4069,16015.0892,9482.499,42935.7798,18941.9486,21334.479,19089.4738,9430,37354.5339,36900.8264,105509.3703
9/27/2016,15863.8201,28872.0052,15860.7682,9482.499,44907.6453,19156.224,21473.4658,18705.98,9430,36971.4105,37975.2066,105509.3703
9/26/2016,15632.5691,28872.0052,15757.8875,9514.7524,45098.4709,19456.2096,21542.9592,18578.1487,9410,36013.6019,36942.1488,106263.0086
9/23/2016,15632.5691,28630.3985,15740.7407,9514.7524,45162.0795,18984.8037,21473.4658,18407.7069,9500,35774.1498,36652.8926,105509.3703
9/22/2016,15725.0695,28147.185,15843.6214,9514.7524,45162.0795,18599.1079,20848.0251,18620.7591,9600,35917.8211,36363.6364,103399.1829
9/21/2016,15725.0695,27482.7665,15637.8601,9482.499,44844.0367,17999.1366,21334.479,18620.7591,9520,35869.9307,36115.7025,103851.3659
9/20/2016,15771.3197,27573.369,15586.4198,9514.7524,44653.211,17999.1366,22654.8539,18365.0965,9790,35869.9307,35206.6116,102494.8168
9/19/2016,15817.5699,27361.9631,15637.8601,9514.7524,43253.8226,17999.1366,22932.8276,18279.8756,9870,35103.6838,34958.6777,102494.8168
9/16/2016,15678.8193,27180.758,15260.631,9514.7524,41345.5657,17442.0205,22064.1599,17725.94,9400,33523.2997,35537.1901,104002.0935
9/15/2016,15678.8193,27059.9547,15157.7503,9579.2592,41345.5657,17356.3103,23697.2552,17725.94,10100,34481.1082,34049.5868,107770.2853
9/14/2016,15540.0687,27482.7665,14951.989,9547.0058,42490.5199,17527.7307,23071.8144,17896.3817,10100,34960.0125,32585.5962,108523.9237
9/13/2016,15863.8201,27301.5614,14986.2826,9579.2592,43571.8654,17570.5858,22863.3342,17981.6026,9990,34481.1082,33125.3162,109202.1982
9/12/2016,15956.3205,27180.758,14746.2277,9611.5126,43889.9083,17570.5858,23766.7486,18152.0443,10000,35869.9307,33597.5713,106413.7363
9/9/2016,16095.0711,27603.5698,15192.0439,9611.5126,43889.9083,17484.8756,23558.2683,18407.7069,9900,37067.1914,32922.9212,107770.2853
9/8/2016,15910.0703,27543.1681,15397.8052,9611.5126,43571.8654,17484.8756,24044.7222,18152.0443,9900,35119.6473,32248.2712,110784.8388
