Date,CTG,FPT,HPG,MBB,MSN,REE,SBT,SSI,STB,VCB,VIC,VNM
7/21/2015,20535.0907,22402.1039,9076.9892,9636.6244,57247.7064,19483.5133,9649.6573,20220.5872,15590.8632,34215.5772,26135.0911,56960.5675
7/20/2015,20535.0907,22696.8684,8816.8207,9636.6244,59792.0489,19770.0356,9783.6803,20298.0607,15508.3718,34354.6649,25891.9739,56473.725
7/17/2015,20165.0891,22795.1232,8730.0979,9697.2321,60110.0917,20199.819,9850.6918,20143.1136,15755.8458,35467.3666,25952.7532,56960.5675
7/16/2015,19980.0883,22795.1232,8556.6522,9636.6244,59155.9633,20199.819,9850.6918,20375.5342,16003.3199,35467.3666,26013.5325,56960.5675
7/15/2015,20350.0899,22795.1232,8267.5761,9757.8398,61382.263,19913.2967,9649.6573,20298.0607,15755.8458,35467.3666,26438.9875,57447.4099
7/14/2015,20997.5928,23040.7603,8441.0218,10121.486,58519.8777,20056.5578,9850.6918,20762.9018,16085.8112,36510.5244,26742.8839,57447.4099
7/13/2015,21275.094,23040.7603,8296.4837,10121.486,55657.4924,19913.2967,9850.6918,20298.0607,15673.3545,36510.5244,26803.6632,56960.5675
7/10/2015,20627.5911,22893.3781,8354.299,9879.0552,55339.4495,19913.2967,9850.6918,20143.1136,16250.7939,36510.5244,26925.2217,55986.8826
7/9/2015,19425.0858,22942.5055,8441.0218,9576.0167,55021.4067,19841.6661,9850.6918,20298.0607,16333.2852,36510.5244,26742.8839,55986.8826
7/8/2015,19610.0866,22942.5055,8614.4674,9576.0167,55021.4067,19841.6661,9850.6918,19910.6931,16415.7766,36162.8051,26438.9875,55986.8826
7/7/2015,19240.085,23384.6523,8701.1903,9394.1936,56293.578,20128.1884,9783.6803,20453.0077,16085.8112,37553.6822,26864.4424,56960.5675
7/6/2015,18777.583,23335.5249,8498.837,9333.5859,55339.4495,19770.0356,9850.6918,20530.4812,15673.3545,37901.4015,27107.5596,56473.725
7/3/2015,18592.5821,23089.8878,8296.4837,9333.5859,53431.1927,19626.7745,9716.6688,20143.1136,15590.8632,37901.4015,27107.5596,55986.8826
7/2/2015,18315.0809,23188.1426,8267.5761,9272.9782,53113.1498,19340.2522,9917.7034,19445.852,15590.8632,35815.0858,26682.1046,55500.0401
7/1/2015,17390.0768,22991.6329,8151.9457,9030.5474,51840.9786,19268.6216,9381.6113,19213.4315,15425.8805,33728.7702,26378.2082,55500.0401
6/30/2015,17760.0785,22795.1232,8354.299,9151.7628,51522.9358,19268.6216,9180.5768,18826.0639,15343.3891,33937.4017,26438.9875,55013.1976
6/29/2015,17945.0793,22991.6329,8094.1305,9394.1936,50886.8502,19411.8828,9113.5652,19213.4315,15343.3891,32685.6123,25952.7532,55500.0401
6/26/2015,17760.0785,22745.9958,7891.7772,9212.3705,50250.7645,18982.0994,9314.5998,18903.5374,14930.9324,31086.1036,25123.3914,55500.0401
6/25/2015,18407.5813,22107.3394,7920.6848,9333.5859,50250.7645,18480.6854,9247.5883,18438.6963,15178.4065,31920.6299,25364.9625,54039.5127
6/24/2015,18777.583,22205.5942,8065.2229,9454.8013,50250.7645,18623.9466,9448.6228,18361.2228,15178.4065,31920.6299,25364.9625,53065.8278
6/23/2015,19055.0842,22352.9765,8151.9457,9576.0167,50886.8502,18695.5771,9113.5652,18283.7493,15425.8805,32397.0572,25123.3914,54039.5127
6/22/2015,18685.0825,22402.1039,8036.3153,9515.409,50886.8502,18695.5771,9180.5768,18516.1698,15590.8632,32397.0572,24881.8204,54526.3552
6/19/2015,18332.5338,22009.0845,7949.5924,9091.1551,48342.5076,18409.0549,9180.5768,18206.2758,15673.3545,31648.3857,24640.2493,52092.1429
6/18/2015,18244.3966,21861.7022,8180.8533,9151.7628,49296.6361,18265.7937,9046.5537,18438.6963,15260.8978,30559.409,24398.6782,51605.3004
6/17/2015,18332.5338,21812.5748,8209.7609,9212.3705,49614.6789,18194.1632,8510.4617,18051.3288,15260.8978,30219.1038,24398.6782,51118.458
6/16/2015,18156.2595,21861.7022,8354.299,9151.7628,49932.7217,18337.4243,8510.4617,18206.2758,15260.8978,30287.1648,24398.6782,51118.458
6/15/2015,18332.5338,22107.3394,8296.4837,8969.9397,50250.7645,18265.7937,8577.4732,18671.1169,15260.8978,30831.6532,24398.6782,51605.3004
6/12/2015,17274.8876,22156.4668,8267.5761,8424.4704,50568.8073,18409.0549,8577.4732,18903.5374,15178.4065,29674.6154,25123.3914,51605.3004
6/11/2015,17010.4761,22009.0845,8325.3913,8363.8627,51204.893,18409.0549,8510.4617,18361.2228,15013.4238,29742.6765,23770.5934,51605.3004
6/10/2015,17098.6133,21910.8297,8180.8533,8424.4704,50886.8502,18194.1632,8242.4156,17973.8552,14930.9324,29470.4323,23480.7081,51127.4736
6/9/2015,17274.8876,21763.4474,7805.0544,8363.8627,50250.7645,18337.4243,8175.4041,17973.8552,14930.9324,30082.9817,23673.965,51127.4736
6/8/2015,17539.2992,21763.4474,7515.9783,8485.0781,50568.8073,18552.316,8242.4156,17896.3817,15178.4065,30831.6532,23673.965,51605.3004
6/5/2015,17274.8876,22009.0845,7313.625,8424.4704,51204.893,18623.9466,8376.4386,17973.8552,15178.4065,30695.5311,23577.3366,51127.4736
6/4/2015,16481.653,21812.5748,7429.2555,8363.8627,50568.8073,18050.9021,8309.4271,17509.0142,14848.4411,30287.1648,23577.3366,51127.4736
6/3/2015,16569.7902,21714.32,7400.3479,8363.8627,51204.893,17907.6409,8242.4156,17586.4877,14930.9324,30287.1648,23335.7655,50649.6467
6/2/2015,16834.2017,21468.6829,7602.7011,8424.4704,53113.1498,17907.6409,8108.3926,16966.6996,14930.9324,31240.0195,23239.1371,50649.6467
6/1/2015,17363.0248,21763.4474,7631.6087,8606.2935,53431.1927,18050.9021,8242.4156,16734.279,15343.3891,31103.8974,23529.0224,50649.6467
5/29/2015,17186.7505,22107.3394,7689.424,8363.8627,53431.1927,18122.5326,8175.4041,16579.332,14930.9324,29470.4323,22949.2518,50171.8199
5/28/2015,17363.0248,22303.849,7747.2392,8424.4704,53749.2355,18194.1632,8108.3926,16889.2261,15343.3891,29334.3102,23094.1944,50649.6467
5/27/2015,16657.9274,22000.5406,7747.2392,8121.4319,53431.1927,18050.9021,7706.3236,16656.8055,14930.9324,29198.1881,23239.1371,50649.6467
5/26/2015,16569.7902,22210.0696,7862.8696,8121.4319,53113.1498,18265.7937,7706.3236,16656.8055,15013.4238,29266.2492,23335.7655,50649.6467
5/25/2015,16217.2415,22629.1275,7718.3316,8060.8242,52477.0642,18265.7937,7706.3236,16889.2261,14765.9498,28585.6387,23287.4513,50649.6467
5/22/2015,15952.8299,21791.0117,7776.1468,8121.4319,51840.9786,18194.1632,7773.3351,16579.332,14600.9671,28721.7608,23432.3939,51127.4736
5/21/2015,15688.4184,22000.5406,7718.3316,8060.8242,50886.8502,18122.5326,7974.3696,16424.385,14023.5277,27224.4178,22804.3091,50649.6467
5/20/2015,15512.144,21371.9537,7718.3316,8000.2165,49932.7217,17907.6409,7974.3696,15882.0704,13858.545,26952.1737,22755.9949,51127.4736
5/19/2015,15247.7325,20617.6495,7226.9022,7879.0011,48978.5933,17191.3353,7505.289,14874.9147,13528.5797,26611.8684,22514.4239,50171.8199
5/18/2015,14895.1837,20450.0263,7169.087,7818.3934,49296.6361,17119.7047,7371.266,14797.4412,13528.5797,26271.5632,22369.4812,50171.8199
5/15/2015,15335.8696,20575.7437,7544.8859,7939.6088,49614.6789,17692.7492,7505.289,15107.3352,13528.5797,26135.4411,22707.6807,50171.8199
5/14/2015,15776.5555,20659.5553,7747.2392,8000.2165,50886.8502,17979.2715,7036.2085,15494.7028,13776.0537,26067.3801,22900.9376,50171.8199
5/13/2015,15424.0068,20617.6495,7602.7011,8000.2165,50886.8502,18050.9021,6902.1854,15494.7028,13858.545,25931.258,22949.2518,50171.8199
5/12/2015,15600.2812,20617.6495,7776.1468,7939.6088,50250.7645,18122.5326,6902.1854,15494.7028,14023.5277,26271.5632,22949.2518,50171.8199
5/11/2015,15776.5555,20827.1784,8007.4077,8060.8242,52477.0642,18194.1632,6902.1854,15572.1763,14106.0191,26475.7463,23190.8229,50649.6467
5/8/2015,16040.9671,20910.99,8151.9457,8182.0396,52477.0642,18194.1632,7103.22,15727.1233,14106.0191,26339.6243,23335.7655,50649.6467
5/7/2015,15776.5555,20910.99,8248.3044,8121.4319,52159.0214,18194.1632,6701.1509,15572.1763,14106.0191,25590.9528,23480.7081,50649.6467
5/6/2015,15512.144,20785.2727,8191.8092,8121.4319,51204.893,18122.5326,6634.1394,15649.6498,14106.0191,25250.6475,23239.1371,50649.6467
5/5/2015,15600.2812,20952.8958,8323.6314,8182.0396,50886.8502,18409.0549,6969.197,15882.0704,14435.9844,25318.7086,23577.3366,50649.6467
5/4/2015,14983.3209,20701.4611,8154.1457,8121.4319,50886.8502,18265.7937,6969.197,15494.7028,14106.0191,24229.7319,23239.1371,50649.6467
4/27/2015,15864.6927,21581.4827,8285.9679,8363.8627,51522.9358,18767.2077,6969.197,15959.5439,14765.9498,24638.0981,23480.7081,51605.3004
4/24/2015,15600.2812,21162.4248,8380.1266,8242.6473,51840.9786,18767.2077,7170.2315,16114.4909,14518.4758,25318.7086,23577.3366,52083.1273
4/23/2015,15600.2812,21162.4248,8380.1266,8242.6473,51522.9358,18695.5771,6969.197,16191.9644,14023.5277,25182.5865,23577.3366,51605.3004
4/22/2015,15512.144,20952.8958,8493.1171,8182.0396,51522.9358,18767.2077,6835.1739,16037.0174,14353.4931,25182.5865,23480.7081,51605.3004
4/21/2015,15864.6927,20952.8958,8493.1171,8182.0396,51204.893,18910.4688,7036.2085,16114.4909,14683.4584,24978.4034,23432.3939,51605.3004
4/20/2015,15952.8299,21162.4248,8493.1171,8242.6473,51204.893,19125.3605,7036.2085,16269.4379,14765.9498,25386.7696,23480.7081,51605.3004
4/17/2015,16040.9671,21371.9537,8587.2758,8303.255,50886.8502,19196.9911,7036.2085,16579.332,15013.4238,25454.8307,23577.3366,51605.3004
4/16/2015,16217.2415,20450.0263,8455.4536,8303.255,50568.8073,18838.8383,7036.2085,16424.385,15178.4065,25386.7696,23239.1371,51605.3004
4/15/2015,15952.8299,20491.9321,8474.2853,8303.255,51204.893,18623.9466,7036.2085,15882.0704,15095.9151,24910.3423,22949.2518,52083.1273
4/14/2015,15776.5555,20408.1205,8342.4631,8242.6473,50568.8073,18695.5771,6969.197,15727.1233,15260.8978,24774.2202,22997.566,52560.9542
4/13/2015,15952.8299,20617.6495,8323.6314,8303.255,50250.7645,18838.8383,7237.243,15959.5439,15260.8978,24774.2202,23480.7081,52560.9542
4/10/2015,15864.6927,20617.6495,8323.6314,8303.255,47706.422,18767.2077,7304.2545,15959.5439,15425.8805,24501.976,22949.2518,51605.3004
4/9/2015,15688.4184,20491.9321,8323.6314,8303.255,47706.422,18695.5771,7237.243,15649.6498,15343.3891,24365.854,22272.8528,50649.6467
4/8/2015,15247.7325,20491.9321,8323.6314,8242.6473,47388.3792,18767.2077,7103.22,15572.1763,15260.8978,24161.6708,22224.5386,50649.6467
4/7/2015,15247.7325,20491.9321,8361.2949,8242.6473,47388.3792,18695.5771,7237.243,15727.1233,15260.8978,24365.854,22321.167,50649.6467
4/6/2015,15159.5953,20324.3089,8361.2949,8182.0396,47388.3792,18552.316,7371.266,15494.7028,15343.3891,24161.6708,22176.2244,49693.993
4/3/2015,15335.8696,20450.0263,8455.4536,8182.0396,47706.422,18480.6854,7371.266,15649.6498,15508.3718,24297.7929,22272.8528,50171.8199
4/2/2015,15424.0068,20156.6858,8304.7996,8242.6473,47706.422,18623.9466,7371.266,15572.1763,15425.8805,24297.7929,22369.4812,50649.6467
4/1/2015,14983.3209,19989.0626,8285.9679,8182.0396,47706.422,18480.6854,7438.2775,15262.2823,15425.8805,23821.3656,22224.5386,50171.8199
3/31/2015,15247.7325,20282.4032,8304.7996,8303.255,48978.5933,18838.8383,7304.2545,15649.6498,15425.8805,23889.4266,22707.6807,50649.6467
3/30/2015,15159.5953,20282.4032,8285.9679,8242.6473,48978.5933,18695.5771,7438.2775,15494.7028,15425.8805,23889.4266,22514.4239,50171.8199
3/27/2015,15512.144,20617.6495,8267.1361,8303.255,48978.5933,18838.8383,7438.2775,15804.5969,15755.8458,24025.5487,22755.9949,50171.8199
3/26/2015,15600.2812,20659.5553,8267.1361,8303.255,48978.5933,18910.4688,7371.266,16037.0174,15755.8458,23821.3656,22949.2518,51127.4736
3/25/2015,15688.4184,20617.6495,8285.9679,8242.6473,50250.7645,18838.8383,7371.266,16269.4379,15755.8458,24093.6098,23287.4513,51127.4736
3/24/2015,15424.0068,20575.7437,8342.4631,8242.6473,51204.893,18910.4688,7438.2775,16501.8585,15673.3545,24025.5487,23335.7655,51127.4736
3/23/2015,15512.144,20701.4611,8474.2853,8303.255,51522.9358,19125.3605,7505.289,16734.279,15838.3372,23957.4877,23335.7655,51127.4736
3/20/2015,15952.8299,20869.0842,8719.098,8303.255,50250.7645,19340.2522,7371.266,17199.1201,15838.3372,24501.976,23480.7081,51127.4736
3/19/2015,15864.6927,20743.3669,8285.9679,8242.6473,52477.0642,19340.2522,7438.2775,16734.279,15673.3545,24161.6708,23722.2792,51605.3004
3/18/2015,16040.9671,20785.2727,8398.9584,8303.255,53431.1927,19483.5133,7438.2775,16966.6996,15838.3372,24365.854,23818.9076,52083.1273
3/17/2015,16481.653,20952.8958,8474.2853,8363.8627,53431.1927,19626.7745,7371.266,17199.1201,16003.3199,24297.7929,23818.9076,52083.1273
3/16/2015,16569.7902,20701.4611,8493.1171,8363.8627,54067.2783,19555.1439,7505.289,17044.1731,16003.3199,24025.5487,23770.5934,52083.1273
3/13/2015,16834.2017,20617.6495,8756.7615,8424.4704,55339.4495,19698.405,7505.289,17276.5936,16498.2679,24978.4034,23963.8503,51605.3004
3/12/2015,16657.9274,20617.6495,8813.2567,8424.4704,55657.4924,19698.405,7371.266,17354.0671,16828.2333,25046.4644,23963.8503,52083.1273
3/11/2015,16569.7902,20743.3669,8945.079,8424.4704,55339.4495,19626.7745,7438.2775,17354.0671,16828.2333,24842.2813,23818.9076,51605.3004
3/10/2015,16569.7902,20827.1784,9039.2377,8424.4704,55657.4924,19770.0356,7505.289,17586.4877,16333.2852,25046.4644,24012.1645,51605.3004
3/9/2015,16481.653,20617.6495,9152.2282,8424.4704,55975.5352,19841.6661,7438.2775,17586.4877,16498.2679,24774.2202,24012.1645,51127.4736
3/6/2015,16834.2017,20952.8958,8888.5837,8485.0781,55975.5352,20056.5578,7505.289,17973.8552,16168.3025,25386.7696,24108.7929,51127.4736
3/5/2015,16569.7902,20952.8958,8907.4155,8424.4704,56293.578,19984.9273,7639.312,17625.2244,15920.8285,25795.1359,24640.2493,51605.3004
3/4/2015,16922.3389,20952.8958,8869.752,8545.6858,56929.6636,20056.5578,7639.312,17883.4695,16085.8112,26407.6853,24881.8204,52083.1273
3/3/2015,16922.3389,20491.9321,8869.752,8545.6858,57247.7064,19770.0356,7572.3005,17689.7857,16003.3199,26203.5022,25123.3914,51605.3004
3/2/2015,16834.2017,20324.3089,8700.2663,8485.0781,55021.4067,19555.1439,7639.312,17625.2244,16003.3199,26135.4411,24108.7929,51127.4736
2/27/2015,17098.6133,20450.0263,8869.752,8545.6858,54385.3211,19698.405,7639.312,17625.2244,16003.3199,26135.4411,23915.5361,51605.3004
2/26/2015,17098.6133,20533.8379,9020.4059,8666.9012,55339.4495,19698.405,7639.312,17560.6632,16168.3025,26816.0516,24108.7929,51605.3004
2/25/2015,16569.7902,20324.3089,9114.5647,8545.6858,54703.3639,19913.2967,7773.3351,17496.1019,15920.8285,25931.258,24157.1071,52083.1273
2/24/2015,16393.5158,20366.2147,9284.0504,8606.2935,54703.3639,20056.5578,7639.312,17754.347,15838.3372,26543.8074,24881.8204,51127.4736
2/13/2015,15688.4184,20114.78,9265.2186,8424.4704,53749.2355,19988.7992,7974.3696,17496.1019,15755.8458,24842.2813,24398.6782,50649.6467
2/12/2015,15776.5555,20030.9684,9189.8917,8485.0781,53113.1498,19785.5233,7840.3466,17431.5406,15508.3718,24706.1592,24157.1071,50171.8199
2/11/2015,16217.2415,19905.251,9114.5647,8545.6858,52159.0214,19446.7301,7840.3466,17173.2956,15343.3891,25250.6475,23432.3939,50171.8199
2/10/2015,16217.2415,19737.6279,8719.098,8485.0781,51840.9786,19311.2128,7639.312,16592.2442,14848.4411,24774.2202,22804.3091,49216.1662
2/9/2015,15688.4184,19779.5337,8436.6218,8424.4704,51840.9786,19107.9369,7371.266,16527.683,14765.9498,24638.0981,22852.6234,49693.993
2/6/2015,15600.2812,19821.4394,8662.6028,8363.8627,51840.9786,19311.2128,7304.2545,16721.3668,14848.4411,24501.976,22659.3665,49216.1662
2/5/2015,15071.4581,19779.5337,8455.4536,8242.6473,51840.9786,19243.4541,7170.2315,16463.1217,14765.9498,23753.3046,22611.0523,49216.1662
2/4/2015,14278.2235,19653.8163,8511.9488,8182.0396,51840.9786,18904.6609,6701.1509,16398.5605,14765.9498,22528.2058,22659.3665,49216.1662
2/3/2015,14807.0465,19695.7221,8794.425,8060.8242,51522.9358,18972.4196,7036.2085,16463.1217,14188.5104,22664.3278,22659.3665,48260.5125
2/2/2015,15864.6927,19863.3452,8945.079,8485.0781,52477.0642,19107.9369,7237.243,16656.8055,15178.4065,24297.7929,23045.8802,49216.1662
1/30/2015,15864.6927,19905.251,9001.5742,8606.2935,53431.1927,19311.2128,7237.243,16979.6118,15673.3545,24297.7929,23190.8229,49693.993
1/29/2015,16569.7902,20072.8742,9302.8821,8969.9397,52477.0642,19717.7646,7371.266,17366.9794,15838.3372,25114.5254,22997.566,50171.8199
1/28/2015,16481.653,20072.8742,9510.0313,9030.5474,53113.1498,19717.7646,7237.243,17302.4181,16003.3199,25454.8307,22997.566,48260.5125
1/27/2015,15424.0068,20114.78,9510.0313,8666.9012,52795.107,19311.2128,7438.2775,17366.9794,15095.9151,24706.1592,23190.8229,48738.3393
1/26/2015,15071.4581,20282.4032,9378.2091,8848.7243,53113.1498,19785.5233,7974.3696,17625.2244,15343.3891,24910.3423,23287.4513,47543.7722
1/23/2015,14630.7722,20282.4032,9698.3488,8848.7243,53113.1498,19717.7646,8175.4041,17754.347,15508.3718,25250.6475,23190.8229,47782.6856
1/22/2015,14190.0863,20198.5916,9980.8249,8727.5089,53113.1498,19311.2128,7907.3581,17496.1019,15508.3718,24638.0981,22755.9949,47543.7722
1/21/2015,13308.7145,20282.4032,10074.9837,8424.4704,52795.107,19243.4541,8041.3811,17366.9794,15260.8978,24093.6098,22755.9949,47782.6856
1/20/2015,13573.126,20114.78,9980.8249,8545.6858,53113.1498,19175.6955,7974.3696,17366.9794,15095.9151,24501.976,22755.9949,47782.6856
1/19/2015,13837.5375,20114.78,9886.6662,8485.0781,54067.2783,19107.9369,7974.3696,17496.1019,15343.3891,24093.6098,22852.6234,47543.7722
1/16/2015,13484.9888,20324.3089,9980.8249,8485.0781,54067.2783,19446.7301,8175.4041,17754.347,15178.4065,24706.1592,22852.6234,47782.6856
1/15/2015,13396.8516,20408.1205,10169.1424,8666.9012,53749.2355,19650.006,8242.4156,17754.347,15260.8978,25046.4644,22900.9376,47782.6856
1/14/2015,13573.126,20366.2147,10169.1424,8666.9012,54067.2783,19514.4887,8309.4271,17625.2244,15260.8978,25454.8307,22755.9949,48260.5125
1/13/2015,13661.2632,20408.1205,10169.1424,8788.1166,54385.3211,19243.4541,8309.4271,17431.5406,15508.3718,25182.5865,22755.9949,48738.3393
1/12/2015,12956.1657,20366.2147,10169.1424,8606.2935,54385.3211,19107.9369,8376.4386,17431.5406,15673.3545,25318.7086,22852.6234,47782.6856
1/9/2015,12779.8914,20240.4974,10169.1424,8666.9012,53749.2355,18972.4196,8309.4271,17625.2244,15260.8978,25114.5254,23094.1944,49216.1662
1/8/2015,12427.3426,20072.8742,9980.8249,8242.6473,53749.2355,18836.9023,8577.4732,17431.5406,14930.9324,23549.1214,23190.8229,47065.9453
1/7/2015,12691.7542,20282.4032,9980.8249,8182.0396,53749.2355,19040.1782,8510.4617,17431.5406,14765.9498,22868.511,23045.8802,46827.0319
1/6/2015,12339.2055,20156.6858,10074.9837,8121.4319,53749.2355,19243.4541,8577.4732,17496.1019,14683.4584,23140.7552,23094.1944,45871.3782
1/5/2015,12251.0683,20030.9684,9980.8249,7879.0011,53113.1498,18904.6609,8644.4847,17496.1019,14435.9844,21711.4732,22997.566,45871.3782
12/31/2014,12162.9311,20114.78,9980.8249,7939.6088,52795.107,19107.9369,8644.4847,17754.347,14848.4411,21711.4732,23045.8802,45632.4647
12/30/2014,12074.7939,19402.3815,9886.6662,7757.7857,51522.9358,18633.6264,8242.4156,17237.8569,14848.4411,21779.5343,22949.2518,44915.7245
12/29/2014,12074.7939,19234.7584,9698.3488,7757.7857,52159.0214,18159.3159,8175.4041,16333.9992,14353.4931,21575.3511,22659.3665,44915.7245
12/26/2014,12074.7939,19360.4757,9415.8726,7818.3934,51522.9358,18159.3159,8108.3926,16656.8055,14435.9844,20962.8017,22514.4239,44915.7245
12/25/2014,12162.9311,19486.1931,9604.19,7879.0011,52477.0642,18362.5918,8242.4156,17044.1731,14353.4931,20350.2523,22176.2244,45154.6379
12/24/2014,12162.9311,19653.8163,9698.3488,7879.0011,53113.1498,18565.8677,8242.4156,17366.9794,14435.9844,20554.4355,22562.7381,45393.5513
12/23/2014,12339.2055,19653.8163,9698.3488,7818.3934,51840.9786,18430.3504,8242.4156,17431.5406,14435.9844,20826.6796,22466.1096,45632.4647
12/22/2014,12427.3426,19402.3815,9698.3488,7757.7857,50886.8502,18498.1091,8041.3811,17818.9082,14023.5277,20282.1913,22707.6807,44676.811
12/19/2014,12251.0683,19109.041,9095.7329,7697.178,49296.6361,18023.7986,8041.3811,17496.1019,13116.123,19261.2756,22707.6807,44915.7245
12/18/2014,12251.0683,19360.4757,9095.7329,7757.7857,50250.7645,18227.0745,7974.3696,18399.9596,13198.6143,20690.5576,22755.9949,44915.7245
12/17/2014,12162.9311,18941.4178,9001.5742,7697.178,50250.7645,17888.2813,7907.3581,18012.592,13776.0537,20622.4965,21741.3964,44198.9842
12/16/2014,12339.2055,19779.5337,9378.2091,7757.7857,51522.9358,18701.385,8242.4156,18851.8884,14600.9671,20826.6796,22707.6807,46588.1185
12/15/2014,12515.4798,20030.9684,9792.5075,7879.0011,51840.9786,18972.4196,8175.4041,19239.256,14848.4411,20690.5576,23239.1371,47065.9453
12/12/2014,12603.617,20156.6858,9980.8249,7879.0011,51840.9786,19311.2128,8175.4041,19110.1335,15013.4238,21098.9238,23287.4513,47304.8587
12/11/2014,12515.4798,19863.3452,9886.6662,7939.6088,51522.9358,19311.2128,8108.3926,18916.4497,14683.4584,20214.1302,23287.4513,47304.8587
12/10/2014,12515.4798,19989.0626,9980.8249,7818.3934,53431.1927,19446.7301,8242.4156,19239.256,15013.4238,20418.3134,23529.0224,47304.8587
12/9/2014,12515.4798,19779.5337,9792.5075,7818.3934,53749.2355,18904.6609,7840.3466,18722.7659,15013.4238,21507.2901,23094.1944,47065.9453
12/8/2014,12691.7542,20240.4974,10263.3011,7939.6088,53749.2355,19311.2128,7773.3351,19432.9398,15260.8978,21371.168,23625.6508,47543.7722
12/5/2014,12779.8914,20408.1205,10451.6186,8060.8242,52477.0642,19040.1782,7706.3236,19755.7461,15343.3891,20622.4965,23529.0224,47543.7722
12/4/2014,12779.8914,20366.2147,10357.4599,8060.8242,51522.9358,18972.4196,7438.2775,19691.1848,15343.3891,19941.8861,23384.0797,48260.5125
12/3/2014,12339.2055,20198.5916,10357.4599,7818.3934,51204.893,19040.1782,7371.266,19884.8686,15260.8978,19533.5198,23335.7655,47782.6856
12/2/2014,12339.2055,19989.0626,10169.1424,7697.178,51204.893,18769.1437,7438.2775,19562.0623,15260.8978,19125.1535,23432.3939,47543.7722
12/1/2014,12339.2055,20030.9684,10169.1424,7697.178,52159.0214,18701.385,7371.266,19368.3785,15508.3718,19193.2146,23480.7081,47543.7722
11/28/2014,12339.2055,20156.6858,10074.9837,7757.7857,51204.893,18633.6264,7371.266,19497.501,15343.3891,18852.9093,23335.7655,47304.8587
11/27/2014,12427.3426,20408.1205,10263.3011,7636.5703,51522.9358,18769.1437,7371.266,19562.0623,15343.3891,18580.6652,23287.4513,47543.7722
11/26/2014,12427.3426,20450.0263,10074.9837,7697.178,52477.0642,18769.1437,7304.2545,19239.256,15425.8805,18376.482,23384.0797,47782.6856
11/25/2014,12427.3426,20617.6495,10357.4599,7757.7857,52477.0642,18904.6609,7304.2545,19110.1335,15508.3718,18784.8483,23818.9076,47782.6856
11/24/2014,12427.3426,20450.0263,10357.4599,7697.178,50568.8073,18769.1437,7170.2315,18981.0109,15425.8805,18648.7262,23190.8229,47782.6856
11/21/2014,12603.617,20575.7437,10451.6186,7818.3934,52159.0214,19040.1782,7237.243,19239.256,15673.3545,18716.7873,23190.8229,48260.5125
11/20/2014,12515.4798,20533.8379,10639.936,7818.3934,51204.893,19243.4541,7237.243,19626.6235,15755.8458,18512.6041,23287.4513,48260.5125
11/19/2014,12427.3426,20533.8379,10451.6186,7879.0011,50886.8502,18972.4196,7237.243,19432.9398,15343.3891,18104.2379,23384.0797,48260.5125
11/18/2014,12515.4798,20575.7437,10734.0948,7939.6088,51522.9358,19107.9369,7237.243,19562.0623,15260.8978,18376.482,23432.3939,49216.1662
11/17/2014,12603.617,20910.99,10734.0948,8000.2165,53431.1927,19311.2128,7237.243,19820.3073,15590.8632,18580.6652,23963.8503,49693.993
11/14/2014,12603.617,20952.8958,10734.0948,8000.2165,53113.1498,19311.2128,7304.2545,19755.7461,15755.8458,18716.7873,23867.2219,49693.993
11/13/2014,12691.7542,21162.4248,10828.2535,8000.2165,52477.0642,19378.9714,7371.266,19884.8686,15508.3718,18580.6652,23577.3366,49693.993
11/12/2014,12691.7542,21162.4248,10828.2535,8000.2165,52795.107,19446.7301,7170.2315,19820.3073,15755.8458,18580.6652,23577.3366,49693.993
11/11/2014,12603.617,21371.9537,10828.2535,8000.2165,53113.1498,19446.7301,7103.22,19820.3073,15755.8458,18512.6041,23480.7081,49693.993
11/10/2014,12691.7542,21162.4248,10639.936,7939.6088,54385.3211,19514.4887,7170.2315,19949.4299,15838.3372,18580.6652,23529.0224,49693.993
11/7/2014,12868.0285,21162.4248,10639.936,8000.2165,54385.3211,19378.9714,7304.2545,19884.8686,15590.8632,18512.6041,23335.7655,49693.993
11/6/2014,12868.0285,20952.8958,10357.4599,7939.6088,52159.0214,19311.2128,7304.2545,19626.6235,15590.8632,18512.6041,23239.1371,49693.993
11/5/2014,12868.0285,21162.4248,10451.6186,7939.6088,51522.9358,19378.9714,7371.266,19755.7461,15508.3718,18648.7262,23432.3939,49693.993
11/4/2014,12868.0285,21371.9537,10545.7773,8000.2165,50886.8502,19243.4541,7371.266,19884.8686,15590.8632,18716.7873,23432.3939,50171.8199
11/3/2014,12868.0285,21581.4827,10639.936,8000.2165,51840.9786,19650.006,7371.266,20013.9911,15755.8458,19193.2146,23770.5934,50171.8199
10/31/2014,12956.1657,21371.9537,10357.4599,8060.8242,51840.9786,19717.7646,7237.243,20078.5524,15755.8458,18852.9093,23190.8229,50171.8199
10/30/2014,12339.2055,20952.8958,10263.3011,7939.6088,50250.7645,19514.4887,7103.22,19691.1848,15343.3891,18172.2989,22997.566,49693.993
10/29/2014,12339.2055,20952.8958,10263.3011,8121.4319,50250.7645,19107.9369,7170.2315,19884.8686,15260.8978,17900.0547,23045.8802,49693.993
10/28/2014,12339.2055,20533.8379,10169.1424,8000.2165,49932.7217,18701.385,7036.2085,19110.1335,15095.9151,18036.1768,22611.0523,49216.1662
