lambda,markovitz,HPG,ACB,MBB,KDH,MWG,VNM,SAB,GAS,ACV,FPT
0.75,6995.13717398108,0.033550161270075825,0.0019861432891036357,0.03181134258487111,0.1973163992867392,0.0580495013612024,0.2932255677696373,0.16150303157009624,0.0004075689939192545,0.11875225852350071,0.10339802535085284
0.755,7052.9605115958275,0.03315541446110008,0.007936766757356406,0.027093947674927777,0.19569892147552992,0.05672162166748437,0.2931250230143894,0.1613094076099323,0.002269545517941661,0.11772494848580614,0.10496440333553086
0.76,7108.3852734131815,0.03310077936264831,0.006693508287074385,0.03130335388268369,0.19648585993490597,0.05428813457580659,0.2939749230978698,0.16149840091700826,0.0031370236696714533,0.1177749696958169,0.10174304657651488
0.765,7159.233623130027,0.036088193813352716,0.013732778687750729,0.023385428902965633,0.194561641975091,0.05627021167236873,0.2934967221913549,0.1617261947127131,0.0008743530461257166,0.11687611157584238,0.10298836342243442
0.77,7215.592741357125,0.03218209919064136,0.003118002860454437,0.027705794606335248,0.19633161446677408,0.059350567912723244,0.29369212126281524,0.16106013855885173,0.0030658228404627738,0.11857197489455362,0.10492186340638986
0.775,7263.84169443239,0.03718395271461495,0.0018676672378103538,0.029090117836656076,0.19705905609305552,0.057586508420853125,0.29461578009496775,0.16138725522469083,0.0002076123116540305,0.11825426095112697,0.10274778911457014
0.78,7322.144515955811,0.03178300779230449,0.011335680800256941,0.03069588543195228,0.19482220184661306,0.05500482368043783,0.29459466294864045,0.16149906656027457,0.0019222094364747735,0.1167859693203433,0.10155649218270026
0.785,7373.991305637631,0.032301736656227424,0.005203490276382033,0.030810784660656856,0.19618319954524985,0.057604775743461,0.2945593505137689,0.161260460842203,0.001520138645220515,0.117354147763714,0.10320191535311643
0.79,7426.523876391674,0.03462586438956985,0.013317684928284716,0.025899329922804398,0.19485285608409608,0.05299226398207207,0.29521083658954733,0.1617067257093965,4.211022700171375e-05,0.11623509480116313,0.10511723336606447
0.795,7486.281597603446,0.03391742526355511,0.007444284100393329,0.026230242596569104,0.19498888728620847,0.05711736178236415,0.2948048740805567,0.16072402627079005,0.003674875075918595,0.11718018943052266,0.10391783411312311
